record_number,buggy_code,fixed_code,code_similarity
150001,"/** 
 * Push a code pointer location onto the code locations deque, optionally performing a sanity check first.<p>
 * @param code The code object into which this interior pointer points
 * @param ipLoc The location of the pointer into this code object
 */
private void codeLocationsPush(ObjectReference code,Address ipLoc) throws InlinePragma {
  if (VALIDATE_REFS) {
    Address ip=ipLoc.loadAddress();
    Offset offset=ip.diff(code.toAddress());
    if (offset.sLT(Offset.zero()) || offset.sGT(Offset.fromIntZeroExtend(1 << 24))) {
      Log.writeln(""String_Node_Str"");
      Log.write(""String_Node_Str"");
      Log.writeln(code);
      Log.write(""String_Node_Str"");
      Log.writeln(ip);
      Log.write(""String_Node_Str"");
      Log.writeln(offset);
      Log.write(""String_Node_Str"");
      Log.writeln(ipLoc);
      if (!failed)       failed=true;
    }
  }
  trace.addInteriorRootLocation(code,ipLoc);
}","/** 
 * Push a code pointer location onto the code locations deque, optionally performing a sanity check first.<p>
 * @param code The code object into which this interior pointer points
 * @param ipLoc The location of the pointer into this code object
 */
private void codeLocationsPush(ObjectReference code,Address ipLoc) throws InlinePragma {
  if (VALIDATE_REFS) {
    Address ip=ipLoc.loadAddress();
    Offset offset=ip.diff(code.toAddress());
    if (offset.sLT(Offset.zero()) || offset.sGT(Offset.fromIntZeroExtend(ObjectModel.getObjectSize(code)))) {
      Log.writeln(""String_Node_Str"");
      Log.write(""String_Node_Str"");
      Log.writeln(code);
      Log.write(""String_Node_Str"");
      Log.writeln(ip);
      Log.write(""String_Node_Str"");
      Log.writeln(offset);
      Log.write(""String_Node_Str"");
      Log.writeln(ipLoc);
      if (!failed)       failed=true;
    }
  }
  trace.addInteriorRootLocation(code,ipLoc);
}",0.9794372294372294
150002,"/** 
 * Check if object might be a TIB.
 * @param obj address of object to check
 * @return <code>false</code> if the object is in the wrongallocation scheme/area for a TIB, <code>true</code> otherwise
 */
public static boolean mightBeTIB(ObjectReference obj) throws InlinePragma, UninterruptiblePragma {
  return !obj.isNull() && Space.isImmortal(obj);
}","/** 
 * Check if object might be a TIB.
 * @param obj address of object to check
 * @return <code>false</code> if the object is in the wrongallocation scheme/area for a TIB, <code>true</code> otherwise
 */
public static boolean mightBeTIB(ObjectReference obj) throws InlinePragma, UninterruptiblePragma {
  return !obj.isNull() && Space.isMappedObject(obj) && Space.isImmortal(obj)&& Space.isMappedObject(ObjectReference.fromObject(VM_ObjectModel.getTIB(obj)));
}",0.8386308068459658
150003,"/** 
 * Internal allocation slow path.  This is called whenever the bump pointer reaches the internal limit.  The code is forced out of line.  If required we perform an external slow path take, which we inline into this method since this is already out of line.
 * @param start The start address for the pending allocation
 * @param end The end address for the pending allocation
 * @param align The requested alignment
 * @param offset The offset from the alignment 
 * @param inGC Is the allocation request occuring during GC.
 * @return The address of the first byte of the allocated region
 * @throws NoInlinePragma
 */
private final Address allocSlow(Address start,Address end,int align,int offset,boolean inGC) throws NoInlinePragma {
  Address rtn=null;
  Address card=null;
  if (SUPPORT_CARD_SCANNING)   getCard(start.plus(CARD_MASK));
  if (end.GT(limit)) {
    rtn=allocSlowInline(end.diff(start).toInt(),align,offset,inGC);
    if (SUPPORT_CARD_SCANNING && card.NE(getCard(rtn.plus(CARD_MASK))))     card=getCard(rtn);
  }
 else {
    while (internalLimit.LE(end))     internalLimit=internalLimit.plus(STEP_SIZE);
    if (internalLimit.GT(limit))     internalLimit=limit;
    fillAlignmentGap(cursor,start);
    cursor=end;
    rtn=start;
  }
  if (SUPPORT_CARD_SCANNING && !rtn.isZero())   createCardAnchor(card,rtn,end.diff(start).toInt());
  return rtn;
}","/** 
 * Internal allocation slow path.  This is called whenever the bump pointer reaches the internal limit.  The code is forced out of line.  If required we perform an external slow path take, which we inline into this method since this is already out of line.
 * @param start The start address for the pending allocation
 * @param end The end address for the pending allocation
 * @param align The requested alignment
 * @param offset The offset from the alignment 
 * @param inGC Is the allocation request occuring during GC.
 * @return The address of the first byte of the allocated region
 * @throws NoInlinePragma
 */
private final Address allocSlow(Address start,Address end,int align,int offset,boolean inGC) throws NoInlinePragma {
  Address rtn=null;
  Address card=null;
  if (SUPPORT_CARD_SCANNING)   card=getCard(start.plus(CARD_MASK));
  if (end.GT(limit)) {
    rtn=allocSlowInline(end.diff(start).toInt(),align,offset,inGC);
    if (SUPPORT_CARD_SCANNING && card.NE(getCard(rtn.plus(CARD_MASK))))     card=getCard(rtn);
  }
 else {
    while (internalLimit.LE(end))     internalLimit=internalLimit.plus(STEP_SIZE);
    if (internalLimit.GT(limit))     internalLimit=limit;
    fillAlignmentGap(cursor,start);
    cursor=end;
    rtn=start;
  }
  if (SUPPORT_CARD_SCANNING && !rtn.isZero())   createCardAnchor(card,rtn,end.diff(start).toInt());
  return rtn;
}",0.9981785063752276
150004,"/** 
 * Create a new Lock instance using the appropriate VM-specific concrete Lock sub-class.
 * @param name The string to be associated with this lock instance
 * @return A concrete VM-specific Lock instance.
 */
public static Lock newLock(String name){
  try {
    return (Lock)lockClass.newInstance();
  }
 catch (  Exception e) {
    assertions.fail(""String_Node_Str"");
    return null;
  }
}","/** 
 * Create a new Lock instance using the appropriate VM-specific concrete Lock sub-class.
 * @param name The string to be associated with this lock instance
 * @return A concrete VM-specific Lock instance.
 */
public static Lock newLock(String name){
  Lock lock=null;
  try {
    lock=(Lock)lockClass.newInstance();
    lock.setName(name);
    return lock;
  }
 catch (  Exception e) {
    assertions.fail(""String_Node_Str"");
    return null;
  }
}",0.9163722025912838
150005,"/** 
 * Return a slot (location of an address) given an object address and a reference number.
 * @param object The address of an object
 * @param reference The number of a field in a scalar or the indexinto an array
 * @return The address of the relevant slot within the object
 */
Address getSlot(ObjectReference object,int reference) throws InlinePragma {
  Address addr=object.toAddress();
  if (isReferenceArray)   return addr.plus(arrayOffset).plus(reference << LOG_BYTES_IN_ADDRESS);
 else   return addr.plus(offsets[reference]);
}","/** 
 * Return a slot (location of an address) given an object address and a reference number.
 * @param object The address of an object
 * @param reference The number of a field in a scalar or the indexinto an array
 * @return The address of the relevant slot within the object
 */
Address getSlot(ObjectReference object,int reference) throws InlinePragma {
  Address addr=object.toAddress();
  if (isReferenceArray)   return addr.plus(VM.ARRAY_BASE_OFFSET).plus(reference << LOG_BYTES_IN_ADDRESS);
 else   return addr.plus(offsets[reference]);
}",0.9732718894009216
150006,"/** 
 * Check for memory exhaustion, possibly throwing an out of memory exception and/or triggering another GC.
 * @param why Why the collection was triggered
 * @param async True if this collection was asynchronously triggered.
 */
private static final void checkForExhaustion(int why,boolean async) throws LogicallyUninterruptiblePragma {
  double usage=Plan.reservedMemory().toLong() / ((double)Plan.totalMemory().toLong());
  if (usage > OUT_OF_MEMORY_THRESHOLD) {
    if (why == INTERNAL_GC_TRIGGER) {
      if (Options.verbose.getValue() >= 2) {
        VM.sysWriteln(""String_Node_Str"",usage);
        VM.sysWriteln(""String_Node_Str"",(long)(Plan.reservedMemory().toLong() / 1024));
        VM.sysWriteln(""String_Node_Str"",(long)(Plan.totalMemory().toLong() / 1024));
      }
      if (VM.debugOOM || Options.verbose.getValue() >= 5)       VM.sysWriteln(""String_Node_Str"");
      MM_Interface.emergencyGrowHeap(512 * (1 << 10));
      OutOfMemoryError oome=new OutOfMemoryError();
      MM_Interface.emergencyGrowHeap(-(512 * (1 << 10)));
      if (VM.debugOOM || Options.verbose.getValue() >= 5)       VM.sysWriteln(""String_Node_Str"");
      throw oome;
    }
    ReferenceProcessor.setClearSoftReferences(true);
    if (!async)     triggerCollection(INTERNAL_GC_TRIGGER);
  }
}","/** 
 * Check for memory exhaustion, possibly throwing an out of memory exception and/or triggering another GC.
 * @param why Why the collection was triggered
 * @param async True if this collection was asynchronously triggered.
 */
private static final void checkForExhaustion(int why,boolean async) throws LogicallyUninterruptiblePragma {
  double usage=Plan.reservedMemory().toLong() / ((double)Plan.totalMemory().toLong());
  if (usage > OUT_OF_MEMORY_THRESHOLD) {
    if (why == INTERNAL_GC_TRIGGER) {
      if (Options.verbose.getValue() >= 2) {
        VM.sysWriteln(""String_Node_Str"",usage);
        VM.sysWriteln(""String_Node_Str"",(long)(Plan.reservedMemory().toLong() / 1024));
        VM.sysWriteln(""String_Node_Str"",(long)(Plan.totalMemory().toLong() / 1024));
      }
      if (VM.debugOOM || Options.verbose.getValue() >= 5)       VM.sysWriteln(""String_Node_Str"");
      int currentAvail=ActivePlan.global().getPagesAvail() << LOG_BYTES_IN_PAGE;
      int headroom=OOM_EXN_HEADROOM_BYTES - currentAvail;
      MM_Interface.emergencyGrowHeap(headroom);
      OutOfMemoryError oome=new OutOfMemoryError();
      MM_Interface.emergencyGrowHeap(-headroom);
      if (VM.debugOOM || Options.verbose.getValue() >= 5)       VM.sysWriteln(""String_Node_Str"");
      throw oome;
    }
    ReferenceProcessor.setClearSoftReferences(true);
    if (!async)     triggerCollection(INTERNAL_GC_TRIGGER);
  }
}",0.9305091044221478
150007,"/** 
 * Write boot image to disk.
 * @param imageFileName the name of the image file
 */
public void write(String imageCodeFileName,String imageDataFileName,String imageRMapFileName) throws IOException {
  if (trace) {
    say((numObjects / 1024) + ""String_Node_Str"");
    say((numAddresses / 1024) + ""String_Node_Str"");
    say(numNulledReferences + ""String_Node_Str"" + ""String_Node_Str"");
    say((VM_Statics.getNumberOfSlots() / 1024) + ""String_Node_Str"");
    say((getDataSize() / 1024) + ""String_Node_Str"");
    say((getCodeSize() / 1024) + ""String_Node_Str"");
    say(""String_Node_Str"" + imageDataFileName);
  }
  FileOutputStream dataOut=new FileOutputStream(imageDataFileName);
  dataOut.write(bootImageData,0,getDataSize());
  dataOut.flush();
  dataOut.close();
  if (trace) {
    say(""String_Node_Str"" + imageCodeFileName);
  }
  FileOutputStream codeOut=new FileOutputStream(imageCodeFileName);
  codeOut.write(bootImageCode,0,getCodeSize());
  codeOut.flush();
  codeOut.close();
  if (trace) {
    say(""String_Node_Str"" + imageRMapFileName);
  }
  bootImageData=null;
  bootImageCode=null;
  System.gc();
  bootImageRMap=new byte[referenceMapReferences << BYTES_IN_WORD];
  rMapSize=org.mmtk.vm.ScanBootImage.encodeRMap(bootImageRMap,referenceMap,referenceMapLimit);
  FileOutputStream rmapOut=new FileOutputStream(imageRMapFileName);
  rmapOut.write(bootImageRMap,0,rMapSize);
  rmapOut.flush();
  rmapOut.close();
  if (trace) {
    say(""String_Node_Str"" + referenceMapReferences);
  }
  org.mmtk.vm.ScanBootImage.encodingStats();
}","/** 
 * Write boot image to disk.
 * @param imageFileName the name of the image file
 */
public void write(String imageCodeFileName,String imageDataFileName,String imageRMapFileName) throws IOException {
  if (trace) {
    say((numObjects / 1024) + ""String_Node_Str"");
    say((numAddresses / 1024) + ""String_Node_Str"");
    say(numNulledReferences + ""String_Node_Str"" + ""String_Node_Str"");
    say((VM_Statics.getNumberOfSlots() / 1024) + ""String_Node_Str"");
    say((getDataSize() / 1024) + ""String_Node_Str"");
    say((getCodeSize() / 1024) + ""String_Node_Str"");
    say(""String_Node_Str"" + imageDataFileName);
  }
  FileOutputStream dataOut=new FileOutputStream(imageDataFileName);
  dataOut.write(bootImageData,0,getDataSize());
  dataOut.flush();
  dataOut.close();
  if (trace) {
    say(""String_Node_Str"" + imageCodeFileName);
  }
  FileOutputStream codeOut=new FileOutputStream(imageCodeFileName);
  codeOut.write(bootImageCode,0,getCodeSize());
  codeOut.flush();
  codeOut.close();
  if (trace) {
    say(""String_Node_Str"" + imageRMapFileName);
  }
  bootImageData=null;
  bootImageCode=null;
  System.gc();
  bootImageRMap=new byte[referenceMapReferences << LOG_BYTES_IN_WORD];
  rMapSize=org.mmtk.vm.ScanBootImage.encodeRMap(bootImageRMap,referenceMap,referenceMapLimit);
  FileOutputStream rmapOut=new FileOutputStream(imageRMapFileName);
  rmapOut.write(bootImageRMap,0,rMapSize);
  rmapOut.flush();
  rmapOut.close();
  if (trace) {
    say(""String_Node_Str"" + referenceMapReferences);
  }
  org.mmtk.vm.ScanBootImage.encodingStats();
}",0.9987096774193548
150008,"/** 
 * Atomically set the live bit for a given object
 * @param object The object whose live bit is to be set.
 * @return True if the bit was changed to true.
 */
public static final boolean liveObject(ObjectReference object) throws InlinePragma {
  return liveAddress(VM.objectModel.refToAddress(object),true);
}","/** 
 * Atomically set the live bit for a given object
 * @param object The object whose live bit is to be set.
 * @return True if the bit was changed to true.
 */
public static final boolean liveObject(ObjectReference object) throws InlinePragma {
  return liveAddress(VM.objectModel.objectStartRef(object),true);
}",0.9587301587301588
150009,"/** 
 * Perform a per-collector collection phase.
 * @param phaseId The collection phase to perform
 * @param primary Use this thread for single-threaded local activities.
 */
public final void collectionPhase(int phaseId,boolean primary) throws InlinePragma {
  if (phaseId == CopyMS.PREPARE) {
    super.collectionPhase(phaseId,primary);
    mature.prepare();
    trace.prepare();
    return;
  }
  if (phaseId == CopyMS.START_CLOSURE) {
    trace.startTrace();
    return;
  }
  if (phaseId == CopyMS.COMPLETE_CLOSURE) {
    trace.completeTrace();
    return;
  }
  if (phaseId == CopyMS.RELEASE) {
    mature.releaseCollector();
    trace.release();
    super.collectionPhase(phaseId,primary);
    return;
  }
  super.collectionPhase(phaseId,primary);
}","/** 
 * Perform a per-collector collection phase.
 * @param phaseId The collection phase to perform
 * @param primary Use this thread for single-threaded local activities.
 */
public final void collectionPhase(int phaseId,boolean primary) throws InlinePragma {
  if (phaseId == CopyMS.PREPARE) {
    super.collectionPhase(phaseId,primary);
    mature.prepare();
    trace.prepare();
    return;
  }
  if (phaseId == CopyMS.START_CLOSURE) {
    trace.startTrace();
    return;
  }
  if (phaseId == CopyMS.COMPLETE_CLOSURE) {
    trace.completeTrace();
    return;
  }
  if (phaseId == CopyMS.RELEASE) {
    mature.releaseCollector();
    mature.releaseMutator();
    trace.release();
    super.collectionPhase(phaseId,primary);
    return;
  }
  super.collectionPhase(phaseId,primary);
}",0.981205443940376
150010,"/** 
 * Create a new (local) instance.
 */
public CopyMSCollector(){
  mature=new MarkSweepLocal(CopyMS.msSpace);
  trace=new CopyMSTraceLocal(global().trace);
}","/** 
 * Create a new (local) instance.
 */
public CopyMSCollector(){
  mature=new MarkSweepLocal(CopyMS.msSpace);
  trace=new CopyMSTraceLocal(global().trace);
  sanityChecker=new CopyMSSanityCheckerLocal();
}",0.8702702702702703
