record_number,buggy_code,fixed_code,code_similarity
132001,"@Override public FlowDetails createClassifierOutFlow(String nodeId,String flowKey,Match match,SfcRspInfo sfcRspInfo){
  if (Strings.isNullOrEmpty(flowKey) || sfcRspInfo == null || Strings.isNullOrEmpty(nodeId)) {
    LOG.error(""String_Node_Str"");
    return null;
  }
  LOG.info(""String_Node_Str"");
  List<Action> theActions=SfcScfOfUtils.buildNshActions(sfcRspInfo);
  InstructionsBuilder isb;
  DpnIdType classifierNodeDpnId=LogicalClassifierDataGetter.getDpnIdFromNodeName(nodeId);
  DpnIdType firstHopDataplaneId=logicalSffDataGetter.getFirstHopDataplaneId(sfcRspInfo.getRsp()).orElseThrow(IllegalArgumentException::new);
  if (classifierNodeDpnId.equals(firstHopDataplaneId)) {
    LOG.info(""String_Node_Str"",this.getTransportIngressTable());
    isb=SfcOpenflowUtils.wrapActionsIntoApplyActionsInstruction(theActions);
    SfcOpenflowUtils.appendGotoTableInstruction(isb,this.getTransportIngressTable());
  }
 else {
    String theTunnelIf=logicalSffDataGetter.getInterfaceBetweenDpnIds(classifierNodeDpnId,firstHopDataplaneId).orElseThrow(RuntimeException::new);
    LOG.info(""String_Node_Str"",theTunnelIf,classifierNodeDpnId.getValue(),firstHopDataplaneId.getValue());
    List<Action> actionList=logicalSffDataGetter.getEgressActionsForTunnelInterface(theTunnelIf,theActions.size());
    if (!actionList.isEmpty()) {
      theActions.addAll(actionList);
    }
    isb=SfcOpenflowUtils.wrapActionsIntoApplyActionsInstruction(theActions);
  }
  FlowBuilder flowb=new FlowBuilder();
  flowb.setId(new FlowId(flowKey)).setTableId(this.getClassifierTable()).setKey(new FlowKey(new FlowId(flowKey))).setPriority(SfcScfOfUtils.FLOW_PRIORITY_CLASSIFIER).setMatch(match).setInstructions(isb.build());
  return classifierHandler.addRspRelatedFlowIntoNode(nodeId,flowb,sfcRspInfo.getNshNsp());
}","@Override public FlowDetails createClassifierOutFlow(String nodeId,String flowKey,Match match,SfcRspInfo sfcRspInfo){
  Preconditions.checkNotNull(flowKey,""String_Node_Str"");
  Preconditions.checkNotNull(sfcRspInfo,""String_Node_Str"");
  Preconditions.checkNotNull(nodeId,""String_Node_Str"");
  List<Action> theActions=SfcScfOfUtils.buildNshActions(sfcRspInfo);
  InstructionsBuilder isb;
  DpnIdType classifierNodeDpnId=LogicalClassifierDataGetter.getDpnIdFromNodeName(nodeId);
  DpnIdType firstHopDataplaneId=logicalSffDataGetter.getFirstHopDataplaneId(sfcRspInfo.getRsp()).orElseThrow(IllegalArgumentException::new);
  if (classifierNodeDpnId.equals(firstHopDataplaneId)) {
    LOG.info(""String_Node_Str"",this.getTransportIngressTable());
    isb=SfcOpenflowUtils.wrapActionsIntoApplyActionsInstruction(theActions);
    SfcOpenflowUtils.appendGotoTableInstruction(isb,this.getTransportIngressTable());
  }
 else {
    String theTunnelIf=logicalSffDataGetter.getInterfaceBetweenDpnIds(classifierNodeDpnId,firstHopDataplaneId).orElseThrow(RuntimeException::new);
    LOG.info(""String_Node_Str"",theTunnelIf,classifierNodeDpnId.getValue(),firstHopDataplaneId.getValue());
    List<Action> actionList=logicalSffDataGetter.getEgressActionsForTunnelInterface(theTunnelIf,theActions.size());
    if (!actionList.isEmpty()) {
      theActions.addAll(actionList);
    }
    isb=SfcOpenflowUtils.wrapActionsIntoApplyActionsInstruction(theActions);
  }
  FlowBuilder flowb=new FlowBuilder();
  flowb.setId(new FlowId(flowKey)).setTableId(this.getClassifierTable()).setKey(new FlowKey(new FlowId(flowKey))).setPriority(SfcScfOfUtils.FLOW_PRIORITY_CLASSIFIER).setMatch(match).setInstructions(isb.build());
  return classifierHandler.addRspRelatedFlowIntoNode(nodeId,flowb,sfcRspInfo.getNshNsp());
}",0.931805477920626
132002,"@Override public FlowDetails createClassifierRelayFlow(String nodeId,String flowKey,SfcRspInfo sfcRspInfo,String classifierName){
  SffName lastSff=sfcRspInfo.getLastSffName();
  SffName classifierSff=new SffName(classifierName);
  SffDataPlaneLocator returnSffDpl=SfcModelUtil.searchSrcDplInConnectedSffs(lastSff,classifierSff);
  if (returnSffDpl == null) {
    return null;
  }
  SffDataPlaneLocator1 ofsDpl=returnSffDpl.getAugmentation(SffDataPlaneLocator1.class);
  if (ofsDpl == null) {
    return null;
  }
  FlowBuilder fb=SfcScfOfUtils.createClassifierMacChainingRelayFlow(nodeId,flowKey,ofsDpl.getOfsPort().getPortId(),sfcRspInfo.getNshNsp(),sfcRspInfo.getNshStartNsi(),sfcRspInfo.getNshEndNsi());
  return classifierHandler.addRspRelatedFlowIntoNode(nodeId,fb,sfcRspInfo.getNshNsp());
}","@Override public FlowDetails createClassifierRelayFlow(String nodeId,String flowKey,SfcRspInfo sfcRspInfo,String classifierName){
  SffName lastSff=sfcRspInfo.getLastSffName();
  SffName classifierSff=new SffName(classifierName);
  SffDataPlaneLocator returnSffDpl=SfcModelUtil.searchSrcDplInConnectedSffs(lastSff,classifierSff);
  if (returnSffDpl == null) {
    LOG.error(""String_Node_Str"",lastSff,classifierSff);
    return null;
  }
  SffDataPlaneLocator1 ofsDpl=returnSffDpl.getAugmentation(SffDataPlaneLocator1.class);
  if (ofsDpl == null) {
    LOG.error(""String_Node_Str"",returnSffDpl);
    return null;
  }
  FlowBuilder fb=SfcScfOfUtils.createClassifierMacChainingRelayFlow(nodeId,flowKey,ofsDpl.getOfsPort().getPortId(),sfcRspInfo.getNshNsp(),sfcRspInfo.getNshStartNsi(),sfcRspInfo.getNshEndNsi());
  return classifierHandler.addRspRelatedFlowIntoNode(nodeId,fb,sfcRspInfo.getNshNsp());
}",0.939304655274013
132003,"@Override public FlowDetails createClassifierInFlow(String nodeId,String flowKey,SfcRspInfo sfcRspInfo,Long outPort){
  SffName classifier=new SffName(SfcProviderServiceForwarderAPI.getSffName(nodeId));
  ServiceFunctionForwarder sff=SfcProviderServiceForwarderAPI.readServiceFunctionForwarder(classifier);
  List<SffDataPlaneLocator> sffDataPlaneLocatorList=sff.getSffDataPlaneLocator();
  TerminationPoint terminationPoint=null;
  for (  SffDataPlaneLocator dpl : sffDataPlaneLocatorList) {
    SffDplChainTerminationAugment terminationDpl=dpl.getAugmentation(SffDplChainTerminationAugment.class);
    if (terminationDpl != null) {
      terminationPoint=terminationDpl.getTerminationPoint();
      break;
    }
  }
  if (terminationPoint == null) {
    return null;
  }
  String classifierNodeName=SfcOvsUtil.getOpenFlowNodeIdForSff(SfcProviderServiceForwarderAPI.readServiceFunctionForwarder(classifier));
  FlowBuilder fb=SfcScfOfUtils.createMacChainClassifierInFlow(classifierNodeName,String.format(""String_Node_Str"",flowKey,sfcRspInfo.getNshNsp().toString()),terminationPoint.getPortId(),terminationPoint.getMacAddress().getValue(),sfcRspInfo.getNshNsp(),sfcRspInfo.getNshStartNsi());
  return classifierHandler.addRspRelatedFlowIntoNode(classifierNodeName,fb,sfcRspInfo.getNshNsp());
}","@Override public FlowDetails createClassifierInFlow(String nodeId,String flowKey,SfcRspInfo sfcRspInfo,Long outPort){
  SffName classifier=new SffName(SfcProviderServiceForwarderAPI.getSffName(nodeId));
  ServiceFunctionForwarder sff=SfcProviderServiceForwarderAPI.readServiceFunctionForwarder(classifier);
  List<SffDataPlaneLocator> sffDataPlaneLocatorList=sff.getSffDataPlaneLocator();
  TerminationPoint terminationPoint=null;
  for (  SffDataPlaneLocator dpl : sffDataPlaneLocatorList) {
    SffDplChainTerminationAugment terminationDpl=dpl.getAugmentation(SffDplChainTerminationAugment.class);
    if (terminationDpl != null) {
      terminationPoint=terminationDpl.getTerminationPoint();
      break;
    }
  }
  if (terminationPoint == null) {
    LOG.error(""String_Node_Str"",classifier);
    return null;
  }
  String classifierNodeName=SfcOvsUtil.getOpenFlowNodeIdForSff(SfcProviderServiceForwarderAPI.readServiceFunctionForwarder(classifier));
  if (classifierNodeName == null) {
    LOG.error(""String_Node_Str"",classifier);
    return null;
  }
  FlowBuilder fb=SfcScfOfUtils.createMacChainClassifierInFlow(classifierNodeName,String.format(""String_Node_Str"",flowKey,sfcRspInfo.getNshNsp().toString()),terminationPoint.getPortId(),terminationPoint.getMacAddress().getValue(),sfcRspInfo.getNshNsp(),sfcRspInfo.getNshStartNsi());
  return classifierHandler.addRspRelatedFlowIntoNode(classifierNodeName,fb,sfcRspInfo.getNshNsp());
}",0.946212952799122
132004,"@Override public FlowDetails createClassifierOutFlow(String nodeId,String flowKey,Match match,SfcRspInfo sfcRspInfo){
  SffName firstSffName=sfcRspInfo.getFirstSffName();
  SffName classifier=new SffName(SfcProviderServiceForwarderAPI.getSffName(nodeId));
  SffDataPlaneLocator outputDpl=SfcModelUtil.searchSrcDplInConnectedSffs(classifier,firstSffName);
  if (outputDpl == null) {
    return null;
  }
  SffDataPlaneLocator1 ofsDpl=outputDpl.getAugmentation(SffDataPlaneLocator1.class);
  if (ofsDpl == null) {
    return null;
  }
  FlowBuilder fb=SfcScfOfUtils.createMacChainClassifierOutFlow(nodeId,String.format(""String_Node_Str"",flowKey,ofsDpl.getOfsPort().getPortId()),match,ofsDpl.getOfsPort().getPortId(),sfcRspInfo.getNshNsp(),sfcRspInfo.getNshStartNsi());
  return classifierHandler.addRspRelatedFlowIntoNode(nodeId,fb,sfcRspInfo.getNshNsp());
}","@Override public FlowDetails createClassifierOutFlow(String nodeId,String flowKey,Match match,SfcRspInfo sfcRspInfo){
  SffName firstSffName=sfcRspInfo.getFirstSffName();
  SffName classifier=new SffName(SfcProviderServiceForwarderAPI.getSffName(nodeId));
  SffDataPlaneLocator outputDpl=SfcModelUtil.searchSrcDplInConnectedSffs(classifier,firstSffName);
  if (outputDpl == null) {
    LOG.error(""String_Node_Str"",classifier,firstSffName);
    return null;
  }
  SffDataPlaneLocator1 ofsDpl=outputDpl.getAugmentation(SffDataPlaneLocator1.class);
  if (ofsDpl == null) {
    LOG.error(""String_Node_Str"",outputDpl);
    return null;
  }
  FlowBuilder fb=SfcScfOfUtils.createMacChainClassifierOutFlow(nodeId,String.format(""String_Node_Str"",flowKey,ofsDpl.getOfsPort().getPortId()),match,ofsDpl.getOfsPort().getPortId(),sfcRspInfo.getNshNsp(),sfcRspInfo.getNshStartNsi());
  return classifierHandler.addRspRelatedFlowIntoNode(nodeId,fb,sfcRspInfo.getNshNsp());
}",0.9437706725468578
132005,"/** 
 * create classifier out flow for MAC Chaining. The function returns true if successful. The function returns false if unsuccessful.
 * @param nodeName flow table node name
 * @param flowKey  flow key
 * @param outPort  flow out port
 * @param gwMac      Gateway MAC to recovery original MAC addresses
 * @param pathId     chain path ID
 * @param startIndex   Firt hop in the chain
 * @return          create flow result
 */
public static FlowBuilder createMacChainClassifierInFlow(String nodeName,String flowKey,String outPort,String gwMac,Long pathId,short startIndex){
  int order=0;
  VirtualMacAddress vmac=VirtualMacAddress.getForwardAddress(pathId,0);
  if (nodeName == null || flowKey == null) {
    return null;
  }
  MatchBuilder mb=new MatchBuilder();
  SfcOpenflowUtils.addMatchDstMac(mb,vmac.getHop(startIndex).getValue());
  Action macDst=SfcOpenflowUtils.createActionSetDlDst(gwMac,order++);
  Action out=SfcOpenflowUtils.createActionOutPort(Integer.parseInt(outPort),order);
  FlowBuilder flowb=new FlowBuilder();
  flowb.setId(new FlowId(flowKey)).setTableId(TABLE_INDEX_CLASSIFIER).setKey(new FlowKey(new FlowId(flowKey))).setPriority(Integer.valueOf(FLOW_PRIORITY_CLASSIFIER + 1)).setMatch(mb.build()).setInstructions(SfcOpenflowUtils.createInstructionsBuilder(SfcOpenflowUtils.createActionsInstructionBuilder(macDst,out)).build());
  return flowb;
}","/** 
 * create classifier out flow for MAC Chaining. The function returns true if successful. The function returns false if unsuccessful.
 * @param nodeName flow table node name
 * @param flowKey  flow key
 * @param outPort  flow out port
 * @param gwMac      Gateway MAC to recovery original MAC addresses
 * @param pathId     chain path ID
 * @param startIndex   Firt hop in the chain
 * @return          create flow result
 */
public static FlowBuilder createMacChainClassifierInFlow(String nodeName,String flowKey,String outPort,String gwMac,Long pathId,short startIndex){
  Preconditions.checkNotNull(flowKey,""String_Node_Str"");
  Preconditions.checkNotNull(nodeName,""String_Node_Str"");
  MatchBuilder mb=new MatchBuilder();
  VirtualMacAddress vmac=VirtualMacAddress.getForwardAddress(pathId,0);
  SfcOpenflowUtils.addMatchDstMac(mb,vmac.getHop(startIndex).getValue());
  int order=0;
  Action macDst=SfcOpenflowUtils.createActionSetDlDst(gwMac,order++);
  Action out=SfcOpenflowUtils.createActionOutPort(Integer.parseInt(outPort),order);
  FlowBuilder flowb=new FlowBuilder();
  flowb.setId(new FlowId(flowKey)).setTableId(TABLE_INDEX_CLASSIFIER).setKey(new FlowKey(new FlowId(flowKey))).setPriority(Integer.valueOf(FLOW_PRIORITY_CLASSIFIER + 1)).setMatch(mb.build()).setInstructions(SfcOpenflowUtils.createInstructionsBuilder(SfcOpenflowUtils.createActionsInstructionBuilder(macDst,out)).build());
  return flowb;
}",0.900965319985699
132006,"/** 
 * create classifier relay flow for MAC Chaining. The function returns true if successful. The function returns false if unsuccessful.
 * @param nodeName flow table node name
 * @param flowKey  flow key
 * @param outPort  flow out port
 * @param pathId   chain path ID
 * @param startIndex  Firt hop in the chain
 * @param lastIndex   Last hop in the chain
 * @return          create relay result
 */
public static FlowBuilder createClassifierMacChainingRelayFlow(String nodeName,String flowKey,String outPort,Long pathId,short startIndex,short lastIndex){
  int order=0;
  VirtualMacAddress vmac=VirtualMacAddress.getForwardAddress(pathId,0);
  if (nodeName == null || flowKey == null) {
    return null;
  }
  MatchBuilder mb=new MatchBuilder();
  SfcOpenflowUtils.addMatchDstMac(mb,vmac.getHop(lastIndex).getValue());
  Action macDst=SfcOpenflowUtils.createActionSetDlDst(vmac.getHop(startIndex).getValue(),order++);
  Action out=SfcOpenflowUtils.createActionOutPort(Integer.parseInt(outPort),order);
  FlowBuilder flowb=new FlowBuilder();
  flowb.setId(new FlowId(flowKey)).setTableId(TABLE_INDEX_CLASSIFIER).setKey(new FlowKey(new FlowId(flowKey))).setPriority(Integer.valueOf(FLOW_PRIORITY_CLASSIFIER)).setMatch(mb.build()).setInstructions(SfcOpenflowUtils.createInstructionsBuilder(SfcOpenflowUtils.createActionsInstructionBuilder(macDst,out)).build());
  return flowb;
}","/** 
 * create classifier relay flow for MAC Chaining. The function returns true if successful. The function returns false if unsuccessful.
 * @param nodeName flow table node name
 * @param flowKey  flow key
 * @param outPort  flow out port
 * @param pathId   chain path ID
 * @param startIndex  Firt hop in the chain
 * @param lastIndex   Last hop in the chain
 * @return          create relay result
 */
public static FlowBuilder createClassifierMacChainingRelayFlow(String nodeName,String flowKey,String outPort,Long pathId,short startIndex,short lastIndex){
  Preconditions.checkNotNull(flowKey,""String_Node_Str"");
  Preconditions.checkNotNull(nodeName,""String_Node_Str"");
  MatchBuilder mb=new MatchBuilder();
  VirtualMacAddress vmac=VirtualMacAddress.getForwardAddress(pathId,0);
  SfcOpenflowUtils.addMatchDstMac(mb,vmac.getHop(lastIndex).getValue());
  int order=0;
  Action macDst=SfcOpenflowUtils.createActionSetDlDst(vmac.getHop(startIndex).getValue(),order++);
  Action out=SfcOpenflowUtils.createActionOutPort(Integer.parseInt(outPort),order);
  FlowBuilder flowb=new FlowBuilder();
  flowb.setId(new FlowId(flowKey)).setTableId(TABLE_INDEX_CLASSIFIER).setKey(new FlowKey(new FlowId(flowKey))).setPriority(Integer.valueOf(FLOW_PRIORITY_CLASSIFIER)).setMatch(mb.build()).setInstructions(SfcOpenflowUtils.createInstructionsBuilder(SfcOpenflowUtils.createActionsInstructionBuilder(macDst,out)).build());
  return flowb;
}",0.9015985790408526
132007,"/** 
 * Get a FlowBuilder object w/ the classifier relay flow.
 * @param flowKey flow key
 * @param sfcRspInfo nsh header
 * @return the FlowBuilder containing the classifier relay flow
 */
public static FlowBuilder createClassifierRelayFlow(String flowKey,SfcRspInfo sfcRspInfo){
  if (flowKey == null || sfcRspInfo == null || sfcRspInfo.getVxlanIpDst() == null) {
    return null;
  }
  String dstIp=sfcRspInfo.getVxlanIpDst().getValue();
  List<Action> theActions=new ArrayList<>();
  theActions.add(SfcOpenflowUtils.createActionNxLoadTunGpeNp(OpenflowConstants.TUN_GPE_NP_NSH,theActions.size()));
  theActions.add(SfcOpenflowUtils.createActionNxSetTunIpv4Dst(dstIp,theActions.size()));
  theActions.add(SfcOpenflowUtils.createActionNxMoveNsp(theActions.size()));
  theActions.add(SfcOpenflowUtils.createActionNxMoveNsi(theActions.size()));
  theActions.add(SfcOpenflowUtils.createActionNxMoveNsc1(theActions.size()));
  theActions.add(SfcOpenflowUtils.createActionNxMoveNsc2(theActions.size()));
  theActions.add(SfcOpenflowUtils.createActionOutPort(OutputPortValues.INPORT.toString(),theActions.size()));
  InstructionsBuilder isb=SfcOpenflowUtils.wrapActionsIntoApplyActionsInstruction(theActions);
  FlowBuilder flowb=new FlowBuilder();
  MatchBuilder mb=SfcOpenflowUtils.getNshMatches(sfcRspInfo.getNshNsp(),sfcRspInfo.getNshEndNsi());
  flowb.setId(new FlowId(flowKey)).setTableId(TABLE_INDEX_CLASSIFIER).setKey(new FlowKey(new FlowId(flowKey))).setPriority(FLOW_PRIORITY_CLASSIFIER).setMatch(mb.build()).setInstructions(isb.build());
  return flowb;
}","/** 
 * Get a FlowBuilder object w/ the classifier relay flow.
 * @param flowKey flow key
 * @param sfcRspInfo nsh header
 * @return the FlowBuilder containing the classifier relay flow
 */
public static FlowBuilder createClassifierRelayFlow(String flowKey,SfcRspInfo sfcRspInfo){
  Preconditions.checkNotNull(flowKey,""String_Node_Str"");
  Preconditions.checkNotNull(sfcRspInfo,""String_Node_Str"");
  Preconditions.checkNotNull(sfcRspInfo.getVxlanIpDst(),""String_Node_Str"");
  String dstIp=sfcRspInfo.getVxlanIpDst().getValue();
  List<Action> theActions=new ArrayList<>();
  theActions.add(SfcOpenflowUtils.createActionNxLoadTunGpeNp(OpenflowConstants.TUN_GPE_NP_NSH,theActions.size()));
  theActions.add(SfcOpenflowUtils.createActionNxSetTunIpv4Dst(dstIp,theActions.size()));
  theActions.add(SfcOpenflowUtils.createActionNxMoveNsp(theActions.size()));
  theActions.add(SfcOpenflowUtils.createActionNxMoveNsi(theActions.size()));
  theActions.add(SfcOpenflowUtils.createActionNxMoveNsc1(theActions.size()));
  theActions.add(SfcOpenflowUtils.createActionNxMoveNsc2(theActions.size()));
  theActions.add(SfcOpenflowUtils.createActionOutPort(OutputPortValues.INPORT.toString(),theActions.size()));
  InstructionsBuilder isb=SfcOpenflowUtils.wrapActionsIntoApplyActionsInstruction(theActions);
  FlowBuilder flowb=new FlowBuilder();
  MatchBuilder mb=SfcOpenflowUtils.getNshMatches(sfcRspInfo.getNshNsp(),sfcRspInfo.getNshEndNsi());
  flowb.setId(new FlowId(flowKey)).setTableId(TABLE_INDEX_CLASSIFIER).setKey(new FlowKey(new FlowId(flowKey))).setPriority(FLOW_PRIORITY_CLASSIFIER).setMatch(mb.build()).setInstructions(isb.build());
  return flowb;
}",0.9367404175755688
132008,"/** 
 * create classifier out flow for MAC Chaining. The function returns true if successful. The function returns false if unsuccessful.
 * @param nodeName flow table node name
 * @param flowKey  flow key
 * @param match    flow match
 * @param outPort  flow out port
 * @param pathId   chain path ID
 * @param startIndex  Firt hop in the chain
 * @return          create flow result
 */
public static FlowBuilder createMacChainClassifierOutFlow(String nodeName,String flowKey,Match match,String outPort,Long pathId,short startIndex){
  int order=0;
  VirtualMacAddress vmac=VirtualMacAddress.getForwardAddress(pathId,0);
  if (nodeName == null || flowKey == null) {
    return null;
  }
  Action macDst=SfcOpenflowUtils.createActionSetDlDst(vmac.getHop(startIndex).getValue(),order++);
  Action out=SfcOpenflowUtils.createActionOutPort(Integer.parseInt(outPort),order);
  FlowBuilder flowb=new FlowBuilder();
  flowb.setId(new FlowId(flowKey)).setTableId(TABLE_INDEX_CLASSIFIER).setKey(new FlowKey(new FlowId(flowKey))).setPriority(Integer.valueOf(FLOW_PRIORITY_CLASSIFIER)).setMatch(match).setInstructions(SfcOpenflowUtils.createInstructionsBuilder(SfcOpenflowUtils.createActionsInstructionBuilder(macDst,out)).build());
  return flowb;
}","/** 
 * create classifier out flow for MAC Chaining. The function returns true if successful. The function returns false if unsuccessful.
 * @param nodeName flow table node name
 * @param flowKey  flow key
 * @param match    flow match
 * @param outPort  flow out port
 * @param pathId   chain path ID
 * @param startIndex  Firt hop in the chain
 * @return          create flow result
 */
public static FlowBuilder createMacChainClassifierOutFlow(String nodeName,String flowKey,Match match,String outPort,Long pathId,short startIndex){
  Preconditions.checkNotNull(flowKey,""String_Node_Str"");
  Preconditions.checkNotNull(nodeName,""String_Node_Str"");
  int order=0;
  VirtualMacAddress vmac=VirtualMacAddress.getForwardAddress(pathId,0);
  Action macDst=SfcOpenflowUtils.createActionSetDlDst(vmac.getHop(startIndex).getValue(),order++);
  Action out=SfcOpenflowUtils.createActionOutPort(Integer.parseInt(outPort),order);
  FlowBuilder flowb=new FlowBuilder();
  flowb.setId(new FlowId(flowKey)).setTableId(TABLE_INDEX_CLASSIFIER).setKey(new FlowKey(new FlowId(flowKey))).setPriority(Integer.valueOf(FLOW_PRIORITY_CLASSIFIER)).setMatch(match).setInstructions(SfcOpenflowUtils.createInstructionsBuilder(SfcOpenflowUtils.createActionsInstructionBuilder(macDst,out)).build());
  return flowb;
}",0.928486764124852
132009,"/** 
 * Get a FlowBuilder object w/ the classifier 'in' flow.
 * @param flowKey flow key
 * @param sfcRspInfo nsh header
 * @param outPort flow out port
 * @return create in result
 */
public static FlowBuilder createClassifierInFlow(String flowKey,SfcRspInfo sfcRspInfo,Long outPort){
  if (flowKey == null || sfcRspInfo == null || sfcRspInfo.getVxlanIpDst() == null) {
    return null;
  }
  MatchBuilder mb=SfcOpenflowUtils.getNshMatches(sfcRspInfo.getNshNsp(),sfcRspInfo.getNshEndNsi());
  List<Action> theActions=new ArrayList<>();
  theActions.add(SfcOpenflowUtils.createActionNxPopNsh(theActions.size()));
  theActions.add(outPort == null ? SfcOpenflowUtils.createActionOutPort(OutputPortValues.INPORT.toString(),theActions.size()) : SfcOpenflowUtils.createActionOutPort(outPort.intValue(),theActions.size()));
  InstructionsBuilder isb=SfcOpenflowUtils.wrapActionsIntoApplyActionsInstruction(theActions);
  FlowBuilder flowb=new FlowBuilder();
  flowb.setId(new FlowId(flowKey)).setTableId(TABLE_INDEX_CLASSIFIER).setKey(new FlowKey(new FlowId(flowKey))).setPriority(FLOW_PRIORITY_CLASSIFIER).setMatch(mb.build()).setInstructions(isb.build());
  return flowb;
}","/** 
 * Get a FlowBuilder object w/ the classifier 'in' flow.
 * @param flowKey flow key
 * @param sfcRspInfo nsh header
 * @param outPort flow out port
 * @return create in result
 */
public static FlowBuilder createClassifierInFlow(String flowKey,SfcRspInfo sfcRspInfo,Long outPort){
  Preconditions.checkNotNull(flowKey,""String_Node_Str"");
  Preconditions.checkNotNull(sfcRspInfo,""String_Node_Str"");
  Preconditions.checkNotNull(sfcRspInfo.getVxlanIpDst(),""String_Node_Str"");
  MatchBuilder mb=SfcOpenflowUtils.getNshMatches(sfcRspInfo.getNshNsp(),sfcRspInfo.getNshEndNsi());
  List<Action> theActions=new ArrayList<>();
  theActions.add(SfcOpenflowUtils.createActionNxPopNsh(theActions.size()));
  theActions.add(outPort == null ? SfcOpenflowUtils.createActionOutPort(OutputPortValues.INPORT.toString(),theActions.size()) : SfcOpenflowUtils.createActionOutPort(outPort.intValue(),theActions.size()));
  InstructionsBuilder isb=SfcOpenflowUtils.wrapActionsIntoApplyActionsInstruction(theActions);
  FlowBuilder flowb=new FlowBuilder();
  flowb.setId(new FlowId(flowKey)).setTableId(TABLE_INDEX_CLASSIFIER).setKey(new FlowKey(new FlowId(flowKey))).setPriority(FLOW_PRIORITY_CLASSIFIER).setMatch(mb.build()).setInstructions(isb.build());
  return flowb;
}",0.9162886597938144
132010,"/** 
 * create classifier out flow. The function returns true if successful. The function returns false if unsuccessful. Get a FlowBuilder object w/ the classifier 'out' flow.
 * @param flowKey flow key
 * @param match flow match
 * @param sfcRspInfo nsh header
 * @param outPort flow out port
 * @return create flow result
 */
public static FlowBuilder createClassifierOutFlow(String flowKey,Match match,SfcRspInfo sfcRspInfo,Long outPort){
  if (flowKey == null || sfcRspInfo == null || sfcRspInfo.getVxlanIpDst() == null) {
    return null;
  }
  String dstIp=sfcRspInfo.getVxlanIpDst().getValue();
  List<Action> theActions=buildNshActions(sfcRspInfo);
  theActions.add(SfcOpenflowUtils.createActionNxSetTunIpv4Dst(dstIp,theActions.size()));
  theActions.add(outPort == null ? SfcOpenflowUtils.createActionOutPort(OutputPortValues.INPORT.toString(),theActions.size()) : SfcOpenflowUtils.createActionOutPort(outPort.intValue(),theActions.size()));
  InstructionsBuilder isb=SfcOpenflowUtils.wrapActionsIntoApplyActionsInstruction(theActions);
  FlowBuilder flowb=new FlowBuilder();
  flowb.setId(new FlowId(flowKey)).setTableId(TABLE_INDEX_CLASSIFIER).setKey(new FlowKey(new FlowId(flowKey))).setPriority(FLOW_PRIORITY_CLASSIFIER).setMatch(match).setInstructions(isb.build());
  return flowb;
}","/** 
 * create classifier out flow. The function returns true if successful. The function returns false if unsuccessful. Get a FlowBuilder object w/ the classifier 'out' flow.
 * @param flowKey flow key
 * @param match flow match
 * @param sfcRspInfo nsh header
 * @param outPort flow out port
 * @return create flow result
 */
public static FlowBuilder createClassifierOutFlow(String flowKey,Match match,SfcRspInfo sfcRspInfo,Long outPort){
  Preconditions.checkNotNull(flowKey,""String_Node_Str"");
  Preconditions.checkNotNull(sfcRspInfo,""String_Node_Str"");
  Preconditions.checkNotNull(sfcRspInfo.getVxlanIpDst(),""String_Node_Str"");
  String dstIp=sfcRspInfo.getVxlanIpDst().getValue();
  List<Action> theActions=buildNshActions(sfcRspInfo);
  theActions.add(SfcOpenflowUtils.createActionNxSetTunIpv4Dst(dstIp,theActions.size()));
  theActions.add(outPort == null ? SfcOpenflowUtils.createActionOutPort(OutputPortValues.INPORT.toString(),theActions.size()) : SfcOpenflowUtils.createActionOutPort(outPort.intValue(),theActions.size()));
  InstructionsBuilder isb=SfcOpenflowUtils.wrapActionsIntoApplyActionsInstruction(theActions);
  FlowBuilder flowb=new FlowBuilder();
  flowb.setId(new FlowId(flowKey)).setTableId(TABLE_INDEX_CLASSIFIER).setKey(new FlowKey(new FlowId(flowKey))).setPriority(FLOW_PRIORITY_CLASSIFIER).setMatch(match).setInstructions(isb.build());
  return flowb;
}",0.9242819843342036
