record_number,buggy_code,fixed_code,code_similarity
89001,"public static Result searchHome(){
  return ok(search.render());
}","public static Result searchHome(){
  Navigation.set(Level.SEARCH);
  return ok(search.render());
}",0.8048780487804879
89002,"/** 
 * @param account - Account (usually: current user or a contact)
 * @param groupList - a list containing all groups we want to search in (usually all groups from account)
 * @param accountList - a list containing all accounts we want to search in (usually contact from account)
 * @return List of Posts
 */
public static Query streamForAccount(String selectClause,Account account,List<Group> groupList,List<Account> accountList,String filter,String orderByClause){
  HashMap<String,String> streamClausesMap=new HashMap<>();
  List<String> streamClausesList=new ArrayList<>();
  String accountPosts=""String_Node_Str"";
  streamClausesMap.put(""String_Node_Str"",accountPosts);
  String accountGroupPosts=""String_Node_Str"";
  streamClausesMap.put(""String_Node_Str"",accountGroupPosts);
  String allGroupPosts=""String_Node_Str"";
  streamClausesMap.put(""String_Node_Str"",allGroupPosts);
  String accountContactPosts=""String_Node_Str"";
  streamClausesMap.put(""String_Node_Str"",accountContactPosts);
  String contactToAccountPosts=""String_Node_Str"";
  streamClausesMap.put(""String_Node_Str"",contactToAccountPosts);
  String contactPosts=""String_Node_Str"";
  streamClausesMap.put(""String_Node_Str"",contactPosts);
switch (filter) {
case ""String_Node_Str"":
    streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
  break;
case ""String_Node_Str"":
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
break;
case ""String_Node_Str"":
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
break;
case ""String_Node_Str"":
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
break;
default :
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
break;
}
streamClausesList.removeAll(Collections.singleton(null));
String completeQuery=selectClause + ""String_Node_Str"" + assembleClauses(streamClausesList)+ orderByClause;
Query query=JPA.em().createQuery(completeQuery);
if (completeQuery.contains(""String_Node_Str"")) query.setParameter(""String_Node_Str"",account);
if (completeQuery.contains(""String_Node_Str"")) query.setParameter(""String_Node_Str"",groupList);
if (completeQuery.contains(""String_Node_Str"")) query.setParameter(""String_Node_Str"",accountList);
return query;
}","/** 
 * @param account - Account (usually: current user or a contact)
 * @param groupList - a list containing all groups we want to search in (usually all groups from account)
 * @param accountList - a list containing all accounts we want to search in (usually contact from account)
 * @return List of Posts
 */
public static Query streamForAccount(String selectClause,Account account,List<Group> groupList,List<Account> accountList,String filter,String orderByClause){
  HashMap<String,String> streamClausesMap=new HashMap<>();
  List<String> streamClausesList=new ArrayList<>();
  String accountPosts=""String_Node_Str"";
  streamClausesMap.put(""String_Node_Str"",accountPosts);
  String accountGroupPosts=""String_Node_Str"";
  streamClausesMap.put(""String_Node_Str"",accountGroupPosts);
  String allGroupPosts=""String_Node_Str"";
  streamClausesMap.put(""String_Node_Str"",allGroupPosts);
  String accountContactPosts=""String_Node_Str"";
  streamClausesMap.put(""String_Node_Str"",accountContactPosts);
  String contactToAccountPosts=""String_Node_Str"";
  streamClausesMap.put(""String_Node_Str"",contactToAccountPosts);
  String contactPosts=""String_Node_Str"";
  streamClausesMap.put(""String_Node_Str"",contactPosts);
switch (filter) {
case ""String_Node_Str"":
    streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
  break;
case ""String_Node_Str"":
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
break;
case ""String_Node_Str"":
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
break;
case ""String_Node_Str"":
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
break;
case ""String_Node_Str"":
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
break;
default :
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
streamClausesList.add(streamClausesMap.get(""String_Node_Str""));
break;
}
streamClausesList.removeAll(Collections.singleton(null));
String completeQuery=selectClause + ""String_Node_Str"" + assembleClauses(streamClausesList)+ orderByClause;
Query query=JPA.em().createQuery(completeQuery);
if (completeQuery.contains(""String_Node_Str"")) query.setParameter(""String_Node_Str"",account);
if (completeQuery.contains(""String_Node_Str"")) query.setParameter(""String_Node_Str"",groupList);
if (completeQuery.contains(""String_Node_Str"")) query.setParameter(""String_Node_Str"",accountList);
return query;
}",0.983242194390545
89003,"static public void resize(File file,int width,int height) throws FileOperationException {
  BufferedImage image;
  try {
    image=ImageIO.read(file);
    image=Scalr.resize(image,Scalr.Method.ULTRA_QUALITY,Scalr.Mode.FIT_EXACT,width,height);
    ImageIO.write(image,""String_Node_Str"",file);
    image.flush();
  }
 catch (  IOException|IllegalArgumentException e) {
    logger.error(e.getMessage(),e);
    throw new FileOperationException(""String_Node_Str"");
  }
}","static public void resize(File file,int width,int height) throws FileOperationException {
  BufferedImage image;
  try {
    image=ImageIO.read(file);
    image=Scalr.resize(image,Scalr.Method.ULTRA_QUALITY,Scalr.Mode.FIT_EXACT,width,height);
    saveToJPG(image,file);
    image.flush();
  }
 catch (  IOException|IllegalArgumentException e) {
    logger.error(e.getMessage(),e);
    throw new FileOperationException(""String_Node_Str"");
  }
}",0.9427312775330396
89004,"static public void crop(File file,int x,int y,int width,int height) throws FileOperationException {
  BufferedImage image;
  try {
    image=ImageIO.read(file);
    image=Scalr.crop(image,x,y,width,height);
    ImageIO.write(image,""String_Node_Str"",file);
    image.flush();
  }
 catch (  IOException|IllegalArgumentException e) {
    logger.error(e.getMessage(),e);
    throw new FileOperationException(""String_Node_Str"");
  }
}","static public void crop(File file,int x,int y,int width,int height) throws FileOperationException {
  BufferedImage image;
  try {
    image=ImageIO.read(file);
    image=Scalr.crop(image,x,y,width,height);
    saveToJPG(image,file);
    image.flush();
  }
 catch (  IOException|IllegalArgumentException e) {
    logger.error(e.getMessage(),e);
    throw new FileOperationException(""String_Node_Str"");
  }
}",0.937799043062201
89005,"/** 
 * Returns all notifications for current user.
 * @return Html rendered instance
 */
@Transactional(readOnly=true) private static Html getNotifications(){
  Account account=Component.currentAccount();
  if (account == null) {
    return new Html(""String_Node_Str"");
  }
  List<Notification> list=null;
  try {
    list=Notification.findByAccountIdUnread(account.id);
  }
 catch (  Throwable throwable) {
    throwable.printStackTrace();
  }
  List<Integer> countedNotifications=NotificationController.countNotifications(list);
  return views.html.Notification.menuitem.render(list,countedNotifications.get(0),Notification.countUnreadNotificationsForAccountId(account.id));
}","/** 
 * Returns all notifications for current user.
 * @return Html rendered instance
 */
@Transactional(readOnly=true) public static Html getNotifications(){
  Account account=Component.currentAccount();
  if (account == null) {
    return new Html(""String_Node_Str"");
  }
  List<Notification> list=null;
  try {
    list=Notification.findByAccountIdUnread(account.id);
  }
 catch (  Throwable throwable) {
    throwable.printStackTrace();
  }
  List<Integer> countedNotifications=NotificationController.countNotifications(list);
  return views.html.Notification.menuitem.render(list,countedNotifications.get(0),Notification.countUnreadNotificationsForAccountId(account.id));
}",0.9918938835666912
89006,"@Override public List<Account> getRecipients(){
  List<Account> recipients=new ArrayList<Account>();
  if (this.type.equals(Group.GROUP_INVITATION)) {
    for (    String accountId : inviteList) {
      try {
        final Account account=Account.findById(Long.parseLong(accountId));
        GroupAccount groupAccount=GroupAccount.find(account,this);
        if (!Group.isMember(this,account) && Friendship.alreadyFriendly(this.getSender(),account) && groupAccount == null) {
          final Group thisGroup=this;
          (new GroupAccount(account,thisGroup,LinkType.invite)).create();
          recipients.add(account);
        }
      }
 catch (      Exception e) {
        e.printStackTrace();
      }
catch (      Throwable t) {
        t.printStackTrace();
      }
    }
    return recipients;
  }
 else   if (this.type.equals(Group.GROUP_NEW_REQUEST)) {
    return this.getAsAccountList(this.owner);
  }
 else   if (this.type.equals(Group.GROUP_NEW_MEDIA)) {
    final Group currentGroup=this;
    return GroupAccount.findAccountsByGroup(currentGroup,LinkType.establish);
  }
  return this.temporaryRecipients;
}","@Override public List<Account> getRecipients(){
  List<Account> recipients=new ArrayList<>();
switch (this.type) {
case Group.GROUP_INVITATION:
    for (    String accountId : inviteList) {
      try {
        final Account account=Account.findByIdTransactional(Long.parseLong(accountId));
        GroupAccount groupAccount=GroupAccount.findTransactional(account,this);
        if (!Group.isMemberTransactional(this,account) && Friendship.alreadyFriendlyTransactional(this.getSender(),account) && groupAccount == null) {
          final Group thisGroup=this;
          JPA.withTransaction(new F.Callback0(){
            @Override public void invoke() throws Throwable {
              (new GroupAccount(account,thisGroup,LinkType.invite)).create();
            }
          }
);
          recipients.add(account);
        }
      }
 catch (      Throwable t) {
        t.printStackTrace();
      }
    }
  return recipients;
case Group.GROUP_NEW_REQUEST:
return this.getAsAccountList(this.owner);
case Group.GROUP_NEW_MEDIA:
final Group currentGroup=this;
return GroupAccount.findAccountsByGroupTransactional(currentGroup,LinkType.establish);
}
return this.temporaryRecipients;
}",0.7505441880713974
89007,"/** 
 * Constructor, sets the web socket attributes.
 * @param accountId Current user ID of this context
 * @param in WebSocket input stream
 * @param out WebSocket output stream
 */
public WebSocketActor(Long accountId,WebSocket.In<JsonNode> in,WebSocket.Out<JsonNode> out){
  this.account=Account.findById(accountId);
  this.in=in;
  this.out=out;
}","/** 
 * Constructor, sets the web socket attributes.
 * @param accountId Current user ID of this context
 * @param in WebSocket input stream
 * @param out WebSocket output stream
 */
public WebSocketActor(Long accountId,WebSocket.In<JsonNode> in,WebSocket.Out<JsonNode> out){
  this.account=Account.findByIdTransactional(accountId);
  this.in=in;
  this.out=out;
}",0.9818181818181818
89008,"/** 
 * Returns all accounts that are assigned to a group as list.
 * @param group Group to retrieve a list of accounts from
 * @return List of accounts of group
 */
public List<Account> getGroupAsAccountList(final Group group){
  return GroupAccount.findAccountsByGroup(group,LinkType.establish);
}","/** 
 * Returns all accounts that are assigned to a group as list.
 * @param group Group to retrieve a list of accounts from
 * @return List of accounts of group
 */
public List<Account> getGroupAsAccountList(final Group group){
  return GroupAccount.findAccountsByGroupTransactional(group,LinkType.establish);
}",0.9787234042553192
89009,"/** 
 * Helper method to return one account as a List<Account> as required by getRecipients() in the INotifiable interface.
 * @param account One account to be returned as list
 * @return List of account instances
 */
public List<Account> getAsAccountList(Account account){
  List<Account> accounts=new ArrayList<Account>();
  accounts.add(account);
  return accounts;
}","/** 
 * Helper method to return one account as a List<Account> as required by getRecipients() in the INotifiable interface.
 * @param account One account to be returned as list
 * @return List of account instances
 */
public List<Account> getAsAccountList(Account account){
  List<Account> accounts=new ArrayList<>();
  accounts.add(account);
  return accounts;
}",0.990450204638472
89010,"/** 
 * WebSocket method when sending chat.
 * @param wsMessage WebSocket message as JsonNode object
 * @param senderActor Sending actor
 * @param sender Sending account
 * @return WebSocket response
 */
@SuppressWarnings(""String_Node_Str"") private JsonNode wsSendChat(JsonNode wsMessage,ActorRef senderActor,Account sender){
  if (!wsMessage.has(""String_Node_Str"") || !wsMessage.has(""String_Node_Str"")) {
    return this.errorResponse(""String_Node_Str"");
  }
  Long recipientAccountId=wsMessage.get(""String_Node_Str"").asLong();
  String text=wsMessage.get(""String_Node_Str"").asText();
  ActorRef recipientActor=this.getActorForAccountId(recipientAccountId);
  Account recipient=Account.findById(recipientAccountId);
  if (recipientActor == null) {
    return this.errorResponse(""String_Node_Str"");
  }
  if (recipientActor.equals(senderActor)) {
    return this.errorResponse(""String_Node_Str"");
  }
  if (sender == null || recipient == null || !(Friendship.alreadyFriendly(sender,recipient))) {
    return this.errorResponse(""String_Node_Str"");
  }
  ObjectNode node=this.successResponseTemplate(WebSocketService.WS_METHOD_RECEIVE_CHAT);
  node.put(""String_Node_Str"",Json.toJson(sender.getAsJson()));
  node.put(""String_Node_Str"",text);
  recipientActor.tell(Json.toJson(node),senderActor);
  return Json.toJson(""String_Node_Str"");
}","/** 
 * WebSocket method when sending chat.
 * @param wsMessage WebSocket message as JsonNode object
 * @param senderActor Sending actor
 * @param sender Sending account
 * @return WebSocket response
 */
@SuppressWarnings(""String_Node_Str"") private JsonNode wsSendChat(JsonNode wsMessage,ActorRef senderActor,Account sender){
  if (!wsMessage.has(""String_Node_Str"") || !wsMessage.has(""String_Node_Str"")) {
    return this.errorResponse(""String_Node_Str"");
  }
  Long recipientAccountId=wsMessage.get(""String_Node_Str"").asLong();
  String text=wsMessage.get(""String_Node_Str"").asText();
  ActorRef recipientActor=this.getActorForAccountId(recipientAccountId);
  Account recipient=Account.findByIdTransactional(recipientAccountId);
  if (recipientActor == null) {
    return this.errorResponse(""String_Node_Str"");
  }
  if (recipientActor.equals(senderActor)) {
    return this.errorResponse(""String_Node_Str"");
  }
  if (sender == null || recipient == null || !(Friendship.alreadyFriendlyTransactional(sender,recipient))) {
    return this.errorResponse(""String_Node_Str"");
  }
  ObjectNode node=this.successResponseTemplate(WebSocketService.WS_METHOD_RECEIVE_CHAT);
  node.put(""String_Node_Str"",Json.toJson(sender.getAsJson()));
  node.put(""String_Node_Str"",text);
  recipientActor.tell(Json.toJson(node),senderActor);
  return Json.toJson(""String_Node_Str"");
}",0.9903560830860534
