record_number,buggy_code,fixed_code,code_similarity
30001,"/** 
 * @return 
 */
public boolean isDegenerate(){
  return ((getTrueDim() < 3) && (getTrueDim() > -1));
}","/** 
 * @return
 */
public boolean isDegenerate(){
  return ((getTrueDim() < 3) && (getTrueDim() > -1));
}",0.9953051643192488
30002,"/** 
 * @return 
 */
public double getDepth(){
  return getSize(2);
}","/** 
 * @return
 */
public double getDepth(){
  return getSize(2);
}",0.9927007299270072
30003,"/** 
 * @param p1 
 * @param p2 
 * @param q1 
 * @param q2 
 * @return 
 */
public static boolean intersects(final WB_Coordinate p1,final WB_Coordinate p2,final WB_Coordinate q1,final WB_Coordinate q2){
  double minq=Math.min(q1.xd(),q2.xd());
  double maxq=Math.max(q1.xd(),q2.xd());
  double minp=Math.min(p1.xd(),p2.xd());
  double maxp=Math.max(p1.xd(),p2.xd());
  if (minp > maxq) {
    return false;
  }
  if (maxp < minq) {
    return false;
  }
  minq=Math.min(q1.yd(),q2.yd());
  maxq=Math.max(q1.yd(),q2.yd());
  minp=Math.min(p1.yd(),p2.yd());
  maxp=Math.max(p1.yd(),p2.yd());
  if (minp > maxq) {
    return false;
  }
  if (maxp < minq) {
    return false;
  }
  minq=Math.min(q1.zd(),q2.zd());
  maxq=Math.max(q1.zd(),q2.zd());
  minp=Math.min(p1.zd(),p2.zd());
  maxp=Math.max(p1.zd(),p2.zd());
  if (minp > maxq) {
    return false;
  }
  if (maxp < minq) {
    return false;
  }
  return true;
}","/** 
 * @param p1
 * @param p2
 * @param q1
 * @param q2
 * @return
 */
public static boolean intersects(final WB_Coordinate p1,final WB_Coordinate p2,final WB_Coordinate q1,final WB_Coordinate q2){
  double minq=Math.min(q1.xd(),q2.xd());
  double maxq=Math.max(q1.xd(),q2.xd());
  double minp=Math.min(p1.xd(),p2.xd());
  double maxp=Math.max(p1.xd(),p2.xd());
  if (minp > maxq) {
    return false;
  }
  if (maxp < minq) {
    return false;
  }
  minq=Math.min(q1.yd(),q2.yd());
  maxq=Math.max(q1.yd(),q2.yd());
  minp=Math.min(p1.yd(),p2.yd());
  maxp=Math.max(p1.yd(),p2.yd());
  if (minp > maxq) {
    return false;
  }
  if (maxp < minq) {
    return false;
  }
  minq=Math.min(q1.zd(),q2.zd());
  maxq=Math.max(q1.zd(),q2.zd());
  minp=Math.min(p1.zd(),p2.zd());
  maxp=Math.max(p1.zd(),p2.zd());
  if (minp > maxq) {
    return false;
  }
  if (maxp < minq) {
    return false;
  }
  return true;
}",0.9972572682391662
30004,"/** 
 * @return 
 */
public int numberOfTriangles(){
  if (isNull()) {
    return 0;
  }
  return 12;
}","/** 
 * @return
 */
public int numberOfTriangles(){
  if (isNull()) {
    return 0;
  }
  return 12;
}",0.9951219512195122
30005,"/** 
 * @return 
 */
public int getId(){
  return _id;
}","/** 
 * @return
 */
public int getId(){
  return _id;
}",0.990990990990991
30006,"/** 
 * @return 
 */
public double getWidth(){
  return getSize(0);
}","/** 
 * @return
 */
public double getWidth(){
  return getSize(0);
}",0.9927007299270072
30007,"/** 
 * @return 
 */
public double getHeight(){
  return getSize(1);
}","/** 
 * @return
 */
public double getHeight(){
  return getSize(1);
}",0.9928057553956836
30008,"/** 
 * @param v 
 * @return 
 */
private int hashCode(final double v){
  final long tmp=Double.doubleToLongBits(v);
  return (int)(tmp ^ (tmp >>> 32));
}","/** 
 * @param v
 * @return
 */
private int hashCode(final double v){
  final long tmp=Double.doubleToLongBits(v);
  return (int)(tmp ^ (tmp >>> 32));
}",0.9934640522875816
30009,"/** 
 * @return 
 */
public WB_AABB get(){
  return new WB_AABB(_min,_max);
}","/** 
 * @return
 */
public WB_AABB get(){
  return new WB_AABB(_min,_max);
}",0.9934640522875816
30010,"/** 
 * @return 
 */
public int numberOfPoints(){
  if (isNull()) {
    return 0;
  }
  return 8;
}","/** 
 * @return
 */
public int numberOfPoints(){
  if (isNull()) {
    return 0;
  }
  return 8;
}",0.9949238578680204
30011,"/** 
 * @return 
 */
public WB_Point[] getPoints(){
  if (isNull()) {
    return null;
  }
  final int n=numberOfPoints();
  final WB_Point[] points=new WB_Point[n];
  double[] values;
  for (int i=0; i < n; i++) {
    values=new double[3];
    int disc=1;
    for (int j=0; j < 3; j++) {
      if (((i / disc) % 2) == 0) {
        values[j]=_min[j];
      }
 else {
        values[j]=_max[j];
      }
      disc*=2;
    }
    points[i]=new WB_Point(values);
  }
  return points;
}","/** 
 * @return
 */
public WB_Point[] getPoints(){
  if (isNull()) {
    return null;
  }
  final int n=numberOfPoints();
  final WB_Point[] points=new WB_Point[n];
  double[] values;
  for (int i=0; i < n; i++) {
    values=new double[3];
    int disc=1;
    for (int j=0; j < 3; j++) {
      if (((i / disc) % 2) == 0) {
        values[j]=_min[j];
      }
 else {
        values[j]=_max[j];
      }
      disc*=2;
    }
    points[i]=new WB_Point(values);
  }
  return points;
}",0.9989594172736732
30012,"/** 
 * @return 
 */
public int getDim(){
  return 3;
}","/** 
 * @return
 */
public int getDim(){
  return 3;
}",0.9908256880733946
30013,"/** 
 * @return 
 */
public List<int[]> getTriangles(){
  final List<int[]> tris=new ArrayList<int[]>();
  final int[] tri01={4,5,6};
  final int[] tri02={5,7,6};
  tris.add(tri01);
  tris.add(tri02);
  final int[] tri11={0,2,1};
  final int[] tri12={2,3,1};
  tris.add(tri11);
  tris.add(tri12);
  final int[] tri21={0,1,4};
  final int[] tri22={1,5,4};
  tris.add(tri21);
  tris.add(tri22);
  final int[] tri31={3,2,7};
  final int[] tri32={2,6,7};
  tris.add(tri31);
  tris.add(tri32);
  final int[] tri41={0,4,2};
  final int[] tri42={4,6,2};
  tris.add(tri41);
  tris.add(tri42);
  final int[] tri51={1,3,5};
  final int[] tri52={3,7,5};
  tris.add(tri51);
  tris.add(tri52);
  return tris;
}","/** 
 * @return
 */
public List<int[]> getTriangles(){
  final List<int[]> tris=new ArrayList<int[]>();
  final int[] tri01={4,5,6};
  final int[] tri02={5,7,6};
  tris.add(tri01);
  tris.add(tri02);
  final int[] tri11={0,2,1};
  final int[] tri12={2,3,1};
  tris.add(tri11);
  tris.add(tri12);
  final int[] tri21={0,1,4};
  final int[] tri22={1,5,4};
  tris.add(tri21);
  tris.add(tri22);
  final int[] tri31={3,2,7};
  final int[] tri32={2,6,7};
  tris.add(tri31);
  tris.add(tri32);
  final int[] tri41={0,4,2};
  final int[] tri42={4,6,2};
  tris.add(tri41);
  tris.add(tri42);
  final int[] tri51={1,3,5};
  final int[] tri52={3,7,5};
  tris.add(tri51);
  tris.add(tri52);
  return tris;
}",0.9992821249102656
30014,"/** 
 * @param s 
 * @return 
 */
public Object getData(final String s){
  return _data.get(s);
}","/** 
 * @param s
 * @return
 */
public Object getData(final String s){
  return (_data == null) ? null : _data.get(s);
}",0.8755760368663594
