record_number,buggy_code,fixed_code,code_similarity
33001,"private boolean getData(){
  boolean isAllDetailsFilled=true;
  if (etStaffId.getText().toString().length() > 0 && tvSelectDate.getText().toString().length() > 0 && etBranchId.getText().toString().length() > 0) {
    staffId=Integer.parseInt(etStaffId.getEditableText().toString());
    date=tvSelectDate.getText().toString();
    branchId=Integer.parseInt(etBranchId.getEditableText().toString());
  }
 else {
    isAllDetailsFilled=false;
    Toaster.show(findViewById(android.R.id.content),""String_Node_Str"");
  }
  return isAllDetailsFilled;
}","private boolean getData(){
  boolean isAllDetailsFilled=true;
  if (etStaffId.getText().toString().length() > 0 && tvSelectDate.getText().toString().length() > 0 && etBranchId.getText().toString().length() > 0) {
    date=tvSelectDate.getText().toString();
    isAllDetailsFilled=hasValidStaffAndBranchId();
  }
 else {
    isAllDetailsFilled=false;
    Toaster.show(findViewById(android.R.id.content),""String_Node_Str"");
  }
  return isAllDetailsFilled;
}",0.7377866400797607
33002,"/** 
 * Use this method to fetch and inflate client details in the fragment
 */
public void getClientDetails(){
  safeUIBlockingUtility.safelyBlockUI();
  ((MifosApplication)getActivity().getApplication()).api.clientService.getClient(clientId,new Callback<Client>(){
    @Override public void success(    final Client client,    Response response){
      if (client != null) {
        actionBar.setTitle(getString(R.string.client) + ""String_Node_Str"" + client.getLastname());
        tv_fullName.setText(client.getDisplayName());
        tv_accountNumber.setText(client.getAccountNo());
        tv_externalId.setText(client.getExternalId());
        try {
          List<Integer> dateObj=client.getActivationDate();
          SimpleDateFormat simpleDateFormat=new SimpleDateFormat(""String_Node_Str"");
          Date date=simpleDateFormat.parse(DateHelper.getDateAsString(dateObj));
          Locale currentLocale=getResources().getConfiguration().locale;
          DateFormat df=DateFormat.getDateInstance(DateFormat.MEDIUM,currentLocale);
          String dateString=df.format(date);
          tv_activationDate.setText(dateString);
        }
 catch (        IndexOutOfBoundsException e) {
          Toast.makeText(getActivity(),getString(R.string.error_client_inactive),Toast.LENGTH_SHORT).show();
          tv_activationDate.setText(""String_Node_Str"");
        }
catch (        ParseException e) {
          e.printStackTrace();
        }
        tv_office.setText(client.getOfficeName());
        if (client.isImagePresent()) {
          imageLoadingAsyncTask=new ImageLoadingAsyncTask();
          imageLoadingAsyncTask.execute(client.getId());
        }
        iv_clientImage.setOnClickListener(new View.OnClickListener(){
          @Override public void onClick(          View view){
            PopupMenu menu=new PopupMenu(getActivity(),view);
            menu.getMenuInflater().inflate(R.menu.client_image_popup,menu.getMenu());
            menu.setOnMenuItemClickListener(new PopupMenu.OnMenuItemClickListener(){
              @Override public boolean onMenuItemClick(              MenuItem menuItem){
switch (menuItem.getItemId()) {
case R.id.client_image_capture:
                  captureClientImage();
                break;
case R.id.client_image_remove:
              deleteClientImage();
            break;
default :
          Log.e(""String_Node_Str"",""String_Node_Str"");
      }
      return true;
    }
  }
);
  menu.show();
}
}
);
safeUIBlockingUtility.safelyUnBlockUI();
inflateClientsAccounts();
}
}
@Override public void failure(RetrofitError retrofitError){
Toast.makeText(activity,""String_Node_Str"",Toast.LENGTH_SHORT).show();
safeUIBlockingUtility.safelyUnBlockUI();
}
}
);
}","/** 
 * Use this method to fetch and inflate client details in the fragment
 */
public void getClientDetails(){
  safeUIBlockingUtility.safelyBlockUI();
  ((MifosApplication)getActivity().getApplication()).api.clientService.getClient(clientId,new Callback<Client>(){
    @Override public void success(    final Client client,    Response response){
      if (client != null) {
        actionBar.setTitle(getString(R.string.client) + ""String_Node_Str"" + client.getLastname());
        tv_fullName.setText(client.getDisplayName());
        tv_accountNumber.setText(client.getAccountNo());
        tv_externalId.setText(client.getExternalId());
        try {
          List<Integer> dateObj=client.getActivationDate();
          SimpleDateFormat simpleDateFormat=new SimpleDateFormat(""String_Node_Str"");
          Date date=simpleDateFormat.parse(DateHelper.getDateAsString(dateObj));
          Locale currentLocale=getResources().getConfiguration().locale;
          DateFormat df=DateFormat.getDateInstance(DateFormat.MEDIUM,currentLocale);
          String dateString=df.format(date);
          tv_activationDate.setText(dateString);
        }
 catch (        IndexOutOfBoundsException e) {
          Toast.makeText(getActivity(),getString(R.string.error_client_inactive),Toast.LENGTH_SHORT).show();
          tv_activationDate.setText(""String_Node_Str"");
        }
catch (        ParseException e) {
          e.printStackTrace();
        }
        tv_office.setText(client.getOfficeName());
        if (client.isImagePresent()) {
          imageLoadingAsyncTask=new ImageLoadingAsyncTask();
          imageLoadingAsyncTask.execute(client.getId());
        }
 else {
          iv_clientImage.setImageDrawable(getResources().getDrawable(R.drawable.ic_launcher));
          pb_imageProgressBar.setVisibility(View.GONE);
        }
        iv_clientImage.setOnClickListener(new View.OnClickListener(){
          @Override public void onClick(          View view){
            PopupMenu menu=new PopupMenu(getActivity(),view);
            menu.getMenuInflater().inflate(R.menu.client_image_popup,menu.getMenu());
            menu.setOnMenuItemClickListener(new PopupMenu.OnMenuItemClickListener(){
              @Override public boolean onMenuItemClick(              MenuItem menuItem){
switch (menuItem.getItemId()) {
case R.id.client_image_capture:
                  captureClientImage();
                break;
case R.id.client_image_remove:
              deleteClientImage();
            break;
default :
          Log.e(""String_Node_Str"",""String_Node_Str"");
      }
      return true;
    }
  }
);
  menu.show();
}
}
);
safeUIBlockingUtility.safelyUnBlockUI();
inflateClientsAccounts();
}
}
@Override public void failure(RetrofitError retrofitError){
Toast.makeText(activity,""String_Node_Str"",Toast.LENGTH_SHORT).show();
safeUIBlockingUtility.safelyUnBlockUI();
}
}
);
}",0.9696752198097972
33003,"@Override protected Void doInBackground(Integer... integers){
  Log.d(TAG,""String_Node_Str"");
  SharedPreferences pref=PreferenceManager.getDefaultSharedPreferences(Constants.applicationContext);
  String authToken=pref.getString(User.AUTHENTICATION_KEY,""String_Node_Str"");
  String mInstanceUrl=pref.getString(Constants.INSTANCE_URL_KEY,getString(R.string.default_instance_url));
  String url=Constants.PROTOCOL_HTTPS + mInstanceUrl + Constants.API_PATH+ ""String_Node_Str""+ ""String_Node_Str""+ integers[0]+ ""String_Node_Str"";
  try {
    HttpURLConnection httpURLConnection=(HttpURLConnection)(new URL(url)).openConnection();
    httpURLConnection.setRequestMethod(""String_Node_Str"");
    httpURLConnection.setRequestProperty(""String_Node_Str"",""String_Node_Str"");
    httpURLConnection.setRequestProperty(((MifosApplication)getActivity().getApplication()).api.HEADER_AUTHORIZATION,authToken);
    httpURLConnection.setRequestProperty(""String_Node_Str"",""String_Node_Str"");
    httpURLConnection.setDoInput(true);
    httpURLConnection.connect();
    Log.i(""String_Node_Str"",""String_Node_Str"");
    InputStream inputStream=httpURLConnection.getInputStream();
    bmp=BitmapFactory.decodeStream(inputStream);
    httpURLConnection.disconnect();
    Log.i(""String_Node_Str"",""String_Node_Str"");
  }
 catch (  MalformedURLException e) {
  }
catch (  IOException ioe) {
  }
  return null;
}","@Override protected Void doInBackground(Integer... integers){
  Log.d(TAG,""String_Node_Str"");
  SharedPreferences pref=PreferenceManager.getDefaultSharedPreferences(Constants.applicationContext);
  String authToken=pref.getString(User.AUTHENTICATION_KEY,""String_Node_Str"");
  String mInstanceUrl=pref.getString(Constants.INSTANCE_URL_KEY,getString(R.string.default_instance_url));
  String url=mInstanceUrl + ""String_Node_Str"" + ""String_Node_Str""+ integers[0]+ ""String_Node_Str"";
  try {
    HttpURLConnection httpURLConnection=(HttpURLConnection)(new URL(url)).openConnection();
    httpURLConnection.setRequestMethod(""String_Node_Str"");
    httpURLConnection.setRequestProperty(""String_Node_Str"",""String_Node_Str"");
    httpURLConnection.setRequestProperty(((MifosApplication)getActivity().getApplication()).api.HEADER_AUTHORIZATION,authToken);
    httpURLConnection.setRequestProperty(""String_Node_Str"",""String_Node_Str"");
    httpURLConnection.setDoInput(true);
    httpURLConnection.connect();
    Log.i(""String_Node_Str"",""String_Node_Str"");
    InputStream inputStream=httpURLConnection.getInputStream();
    bmp=BitmapFactory.decodeStream(inputStream);
    httpURLConnection.disconnect();
    Log.i(""String_Node_Str"",""String_Node_Str"");
  }
 catch (  MalformedURLException e) {
  }
catch (  IOException ioe) {
  }
  return null;
}",0.9698529411764706
33004,"private void updateMyInstanceUrl(){
  String textUnderConstruction;
  if (!et_port.getEditableText().toString().isEmpty()) {
    port=Integer.valueOf(et_port.getEditableText().toString().trim());
    textUnderConstruction=constructInstanceUrl(et_instanceURL.getEditableText().toString(),port);
  }
 else {
    textUnderConstruction=constructInstanceUrl(et_instanceURL.getEditableText().toString(),null);
  }
  tv_constructed_instance_url.setText(textUnderConstruction);
  if (!validateURL(textUnderConstruction)) {
    tv_constructed_instance_url.setTextColor(getResources().getColor(R.color.red));
  }
 else {
    tv_constructed_instance_url.setTextColor(getResources().getColor(R.color.deposit_green));
  }
}","private void updateMyInstanceUrl(){
  String textUnderConstruction;
  if (!et_port.getEditableText().toString().isEmpty()) {
    port=Integer.valueOf(et_port.getEditableText().toString().trim());
    textUnderConstruction=constructInstanceUrl(et_instanceURL.getEditableText().toString(),port);
  }
 else {
    port=null;
    textUnderConstruction=constructInstanceUrl(et_instanceURL.getEditableText().toString(),null);
  }
  tv_constructed_instance_url.setText(textUnderConstruction);
  if (!validateURL(textUnderConstruction)) {
    tv_constructed_instance_url.setTextColor(getResources().getColor(R.color.red));
  }
 else {
    tv_constructed_instance_url.setTextColor(getResources().getColor(R.color.deposit_green));
  }
}",0.989547038327526
33005,"/** 
 * Stores the domain name in shared preferences if the login was successful, so that it can be referenced later or with multiple login/logouts user doesn't need to type in the domain name over and over again.
 * @param instanceURL
 */
public void saveLastAccessedInstanceDomainName(String instanceURL){
  SharedPreferences.Editor editor=sharedPreferences.edit();
  editor.putString(Constants.INSTANCE_URL_KEY,instanceURL);
  editor.commit();
  editor.apply();
}","/** 
 * Stores the domain name in shared preferences if the login was successful, so that it can be referenced later or with multiple login/logouts user doesn't need to type in the domain name over and over again.
 * @param instanceDomain
 */
public void saveLastAccessedInstanceDomainName(String instanceDomain){
  SharedPreferences.Editor editor=sharedPreferences.edit();
  editor.putString(Constants.INSTANCE_DOMAIN_KEY,instanceDomain);
  editor.apply();
}",0.9405405405405406
33006,"/** 
 * Stores the port in shared preferences if the login was successful, so that it can be referenced later or with multiple login/logouts user doesn't need to type in the domain name over and over again.
 * @param instancePort
 */
public void saveLastAccessedInstancePort(String instancePort){
  SharedPreferences.Editor editor=sharedPreferences.edit();
  editor.putString(Constants.INSTANCE_PORT_KEY,instancePort);
  editor.commit();
  editor.apply();
}","/** 
 * Stores the port in shared preferences if the login was successful, so that it can be referenced later or with multiple login/logouts user doesn't need to type in the instance port over and over again.
 * @param instancePort
 */
public void saveLastAccessedInstancePort(String instancePort){
  SharedPreferences.Editor editor=sharedPreferences.edit();
  editor.putString(Constants.INSTANCE_PORT_KEY,instancePort);
  editor.apply();
}",0.9520624303232998
33007,"@Override public void success(User user,Response response){
  ((MifosApplication)getApplication()).api=api;
  progressDialog.dismiss();
  Toast.makeText(context,getString(R.string.toast_welcome) + ""String_Node_Str"" + user.getUsername(),Toast.LENGTH_SHORT).show();
  saveLastAccessedInstanceDomainName(et_instanceURL.getEditableText().toString());
  if (!et_port.getEditableText().toString().trim().isEmpty()) {
    saveLastAccessedInstancePort(et_port.getEditableText().toString());
  }
  saveAuthenticationKey(""String_Node_Str"" + user.getBase64EncodedAuthenticationKey());
  Intent intent=new Intent(LoginActivity.this,DashboardFragmentActivity.class);
  startActivity(intent);
  finish();
}","@Override public void success(User user,Response response){
  ((MifosApplication)getApplication()).api=api;
  progressDialog.dismiss();
  Toast.makeText(context,getString(R.string.toast_welcome) + ""String_Node_Str"" + user.getUsername(),Toast.LENGTH_SHORT).show();
  saveLastAccessedInstanceUrl(instanceURL);
  saveLastAccessedInstanceDomainName(et_instanceURL.getEditableText().toString());
  if (!et_port.getEditableText().toString().trim().isEmpty()) {
    saveLastAccessedInstancePort(et_port.getEditableText().toString());
  }
  String lastAccessedTenantIdentifier=et_tenantIdentifier.getEditableText().toString().trim().isEmpty() || et_tenantIdentifier.getEditableText() == null ? ""String_Node_Str"" : et_tenantIdentifier.getEditableText().toString().trim();
  saveLastAccessedTenant(lastAccessedTenantIdentifier);
  saveAuthenticationKey(""String_Node_Str"" + user.getBase64EncodedAuthenticationKey());
  Intent intent=new Intent(LoginActivity.this,DashboardFragmentActivity.class);
  startActivity(intent);
  finish();
}",0.7902097902097902
33008,"/** 
 * After the user is authenticated the Base64 encoded auth token is saved in Shared Preferences so that user can be logged in when returning to the app even if the app is terminated from the background.
 * @param authenticationKey
 */
public void saveAuthenticationKey(String authenticationKey){
  SharedPreferences.Editor editor=sharedPreferences.edit();
  editor.putString(User.AUTHENTICATION_KEY,authenticationKey);
  editor.commit();
  editor.apply();
}","/** 
 * After the user is authenticated the Base64 encoded auth token is saved in Shared Preferences so that user can be logged in when returning to the app even if the app is terminated from the background.
 * @param authenticationKey
 */
public void saveAuthenticationKey(String authenticationKey){
  SharedPreferences.Editor editor=sharedPreferences.edit();
  editor.putString(User.AUTHENTICATION_KEY,authenticationKey);
  editor.apply();
}",0.9790055248618784
33009,"@Override protected void onCreate(Bundle savedInstanceState){
  super.onCreate(savedInstanceState);
  setContentView(R.layout.activity_splash);
  getSupportActionBar().hide();
  Crashlytics.start(this);
  if (savedInstanceState == null) {
    getSupportFragmentManager().beginTransaction().add(R.id.container,new PlaceholderFragment()).commit();
  }
  context=SplashScreenActivity.this.getApplicationContext();
  Constants.applicationContext=getApplicationContext();
  sharedPreferences=PreferenceManager.getDefaultSharedPreferences(context);
  authenticationToken=sharedPreferences.getString(User.AUTHENTICATION_KEY,""String_Node_Str"");
  if (authenticationToken.equals(""String_Node_Str"")) {
    startActivity(new Intent(SplashScreenActivity.this,LoginActivity.class));
  }
 else {
    startActivity(new Intent(SplashScreenActivity.this,DashboardFragmentActivity.class));
  }
  finish();
}","@Override protected void onCreate(Bundle savedInstanceState){
  super.onCreate(savedInstanceState);
  setContentView(R.layout.activity_splash);
  getSupportActionBar().hide();
  Crashlytics.start(this);
  if (savedInstanceState == null) {
    getSupportFragmentManager().beginTransaction().add(R.id.container,new PlaceholderFragment()).commit();
  }
  context=SplashScreenActivity.this.getApplicationContext();
  Constants.applicationContext=getApplicationContext();
  sharedPreferences=PreferenceManager.getDefaultSharedPreferences(context);
  authenticationToken=sharedPreferences.getString(User.AUTHENTICATION_KEY,""String_Node_Str"");
  if (authenticationToken.equals(""String_Node_Str"")) {
    startActivity(new Intent(SplashScreenActivity.this,LoginActivity.class));
  }
 else {
    SharedPreferences sharedPreferences=PreferenceManager.getDefaultSharedPreferences(context);
    String instanceURL=sharedPreferences.getString(Constants.INSTANCE_URL_KEY,null);
    String tenantIdentifier=sharedPreferences.getString(Constants.TENANT_IDENTIFIER_KEY,null);
    ((MifosApplication)getApplication()).api=new API(instanceURL,tenantIdentifier,false);
    startActivity(new Intent(SplashScreenActivity.this,DashboardFragmentActivity.class));
  }
  finish();
}",0.8292910447761194
33010,"@Override public void onCreateOptionsMenu(Menu menu,MenuInflater inflater){
  super.onCreateOptionsMenu(menu,inflater);
  inflater.inflate(R.menu.menu_sync,menu);
  syncItem=menu.findItem(R.id.action_sync);
  if (centerId != -1) {
    List<MeetingCenter> center=Select.from(MeetingCenter.class).where(Condition.prop(""String_Node_Str"").eq(centerId)).list();
    if (center.get(0).getIsSynced() == 1)     syncItem.setEnabled(false);
  }
}","@Override public void onCreateOptionsMenu(Menu menu,MenuInflater inflater){
  super.onCreateOptionsMenu(menu,inflater);
  inflater.inflate(R.menu.menu_sync,menu);
  syncItem=menu.findItem(R.id.action_sync);
  if (centerId != -1) {
    List<MeetingCenter> center=new ArrayList<MeetingCenter>();
    center.addAll(Select.from(MeetingCenter.class).where(Condition.prop(""String_Node_Str"").eq(centerId)).list());
    if (center.size() > 0 && center.get(0).getIsSynced() == 1)     syncItem.setEnabled(false);
  }
}",0.923728813559322
