record_number,buggy_code,fixed_code,code_similarity
83011,"@Override public void writeExpression(MethodWriter writer) throws BytecodeException {
  int len=this.valueCount - 1;
  if (len < 0) {
    return;
  }
  dyvil.tools.asm.Label start=new dyvil.tools.asm.Label();
  dyvil.tools.asm.Label end=new dyvil.tools.asm.Label();
  writer.writeLabel(start);
  int count=writer.localCount();
  if (this.labels == null) {
    for (int i=0; i < len; i++) {
      this.values[i].writeStatement(writer);
    }
    this.values[len].writeExpression(writer,this.returnType);
  }
 else {
    for (int i=0; i < len; i++) {
      Label l=this.labels[i];
      if (l != null) {
        writer.writeLabel(l.target);
      }
      this.values[i].writeStatement(writer);
    }
    Label l=this.labels[len];
    if (l != null) {
      writer.writeLabel(l.target);
    }
    this.values[len].writeExpression(writer);
  }
  writer.resetLocals(count);
  writer.writeLabel(end);
  if (this.variables == null) {
    return;
  }
  for (  Entry<Name,Variable> entry : this.variables) {
    Variable var=entry.getValue();
    var.writeLocal(writer,start,end);
  }
}","@Override public void writeExpression(MethodWriter writer) throws BytecodeException {
  int statementCount=this.valueCount - 1;
  if (statementCount < 0) {
    return;
  }
  dyvil.tools.asm.Label start=new dyvil.tools.asm.Label();
  dyvil.tools.asm.Label end=new dyvil.tools.asm.Label();
  writer.writeLabel(start);
  int localCount=writer.localCount();
  if (this.labels == null) {
    for (int i=0; i < statementCount; i++) {
      this.values[i].writeStatement(writer);
    }
    this.values[statementCount].writeExpression(writer,this.returnType);
  }
 else {
    for (int i=0; i < statementCount; i++) {
      Label label=this.labels[i];
      if (label != null) {
        writer.writeLabel(label.target);
      }
      this.values[i].writeStatement(writer);
    }
    Label label=this.labels[statementCount];
    if (label != null) {
      writer.writeLabel(label.target);
    }
    this.values[statementCount].writeExpression(writer);
  }
  writer.resetLocals(localCount);
  writer.writeLabel(end);
  if (this.variables == null) {
    return;
  }
  for (  Entry<Name,Variable> entry : this.variables) {
    Variable var=entry.getValue();
    var.writeLocal(writer,start,end);
  }
}",0.9227373068432672
83012,"@Override public Iterator<IValue> iterator(){
  return new ArrayIterator(this.values,this.valueCount);
}","@Override public Iterator<IValue> iterator(){
  return new ArrayIterator<>(this.values,this.valueCount);
}",0.9904761904761904
83013,"@Override public void checkTypes(MarkerList markers,IContext context){
  IContext context1=this.variables == null ? context : new CombiningContext(this,context);
  for (int i=0; i < this.valueCount; i++) {
    this.values[i].checkTypes(markers,context1);
  }
}","@Override public void checkTypes(MarkerList markers,IContext context){
  IContext combinedContext=this.variables == null ? context : new CombiningContext(this,context);
  for (int i=0; i < this.valueCount; i++) {
    this.values[i].checkTypes(markers,combinedContext);
  }
}",0.9288389513108616
83014,"@Override public void toString(String prefix,StringBuilder buffer){
  if (this.valueCount == 0) {
    buffer.append(Formatting.Expression.emptyExpression);
    return;
  }
  buffer.append('\n').append(prefix).append('{').append('\n');
  String prefix1=prefix + Formatting.Method.indent;
  ICodePosition prevPos=null;
  for (int i=0; i < this.valueCount; i++) {
    IValue value=this.values[i];
    buffer.append(prefix1);
    if (prevPos != null) {
      ICodePosition pos=value.getPosition();
      if (pos != null && pos.startLine() - prevPos.endLine() > 1) {
        buffer.append('\n').append(prefix1);
      }
      prevPos=pos;
    }
    if (this.labels != null) {
      Label l=this.labels[i];
      if (l != null) {
        buffer.append(l.name).append(Formatting.Expression.labelSeperator);
      }
    }
    value.toString(prefix1,buffer);
    buffer.append(""String_Node_Str"");
  }
  buffer.append(prefix).append('}');
}","@Override public void toString(String prefix,StringBuilder buffer){
  if (this.valueCount == 0) {
    buffer.append(Formatting.Expression.emptyExpression);
    return;
  }
  buffer.append('\n').append(prefix).append('{').append('\n');
  String indentedPrefix=prefix + Formatting.Method.indent;
  int prevLine=0;
  for (int i=0; i < this.valueCount; i++) {
    IValue value=this.values[i];
    ICodePosition pos=value.getPosition();
    buffer.append(indentedPrefix);
    if (pos != null) {
      if (pos.startLine() - prevLine > 1) {
        buffer.append('\n').append(indentedPrefix);
      }
      prevLine=pos.endLine();
    }
    if (this.labels != null) {
      Label l=this.labels[i];
      if (l != null) {
        buffer.append(l.name).append(Formatting.Expression.labelSeperator);
      }
    }
    value.toString(indentedPrefix,buffer);
    buffer.append(""String_Node_Str"");
  }
  buffer.append(prefix).append('}');
}",0.5266558966074314
83015,"@Override public void resolveTypes(MarkerList markers,IContext context,boolean using){
  if (this.parent != null) {
    this.parent.resolveTypes(markers,context,false);
    context=this.parent.getContext();
  }
  for (int i=0; i < this.importCount; i++) {
    this.imports[i].resolveTypes(markers,context,using);
  }
}","@Override public void resolveTypes(MarkerList markers,IContext context,boolean using){
  if (this.parent != null) {
    this.parent.resolveTypes(markers,context,false);
    context=this.parent.getContext();
    if (context == null) {
      return;
    }
  }
  for (int i=0; i < this.importCount; i++) {
    this.imports[i].resolveTypes(markers,context,using);
  }
}",0.931185944363104
83016,"@Override public void getMethodMatches(MethodMatchList list,IValue instance,Name name,IArguments arguments){
  this.context.getMethodMatches(list,instance,name,arguments);
}","@Override public void getMethodMatches(MethodMatchList list,IValue instance,Name name,IArguments arguments){
  if (this.context == null) {
    return;
  }
  this.context.getMethodMatches(list,instance,name,arguments);
}",0.8826530612244898
83017,"@Override public IClass resolveClass(Name name){
  return this.context.resolveClass(name);
}","@Override public IClass resolveClass(Name name){
  if (this.context == null) {
    return null;
  }
  return this.context.resolveClass(name);
}",0.7829787234042553
83018,"@Override public void resolveTypes(MarkerList markers,IContext context,boolean using){
  if (this.parent != null) {
    this.parent.resolveTypes(markers,context,false);
    context=this.parent.getContext();
  }
  if (using) {
    if (!(context instanceof IClass)) {
      markers.add(I18n.createMarker(this.position,""String_Node_Str""));
      return;
    }
    this.context=context;
    return;
  }
  if (!(context instanceof Package)) {
    markers.add(I18n.createMarker(this.position,""String_Node_Str""));
    return;
  }
  this.context=context;
}","@Override public void resolveTypes(MarkerList markers,IContext context,boolean using){
  if (this.parent != null) {
    this.parent.resolveTypes(markers,context,false);
    context=this.parent.getContext();
    if (context == null) {
      return;
    }
  }
  if (using) {
    if (!(context instanceof IClass)) {
      markers.add(I18n.createMarker(this.position,""String_Node_Str""));
      return;
    }
    this.context=context;
    return;
  }
  if (!(context instanceof Package)) {
    markers.add(I18n.createMarker(this.position,""String_Node_Str""));
    return;
  }
  this.context=context;
}",0.9588801399825022
83019,"@Override public Package resolvePackage(Name name){
  return this.context.resolvePackage(name);
}","@Override public Package resolvePackage(Name name){
  if (this.context == null) {
    return null;
  }
  return this.context.resolvePackage(name);
}",0.7918367346938775
83020,"@Override public IDataMember resolveField(Name name){
  return this.context.resolveField(name);
}","@Override public IDataMember resolveField(Name name){
  if (this.context == null) {
    return null;
  }
  return this.context.resolveField(name);
}",0.7918367346938775
83021,"@Override public IValue withType(IType type,ITypeContext typeContext,MarkerList markers,IContext context){
  IMethod method=this.method;
  if (method == null) {
    method=IContext.resolveMethod(type,null,this.methodName,this.arguments);
    if (method == null) {
      StringBuilder builder=new StringBuilder();
      this.arguments.typesToString(builder);
      markers.add(I18n.createMarker(this.literal.getPosition(),""String_Node_Str"",this.literal.getType(),type,builder));
      this.type=type;
      return null;
    }
    this.method=method;
  }
  GenericData data=method.getGenericData(null,null,this.arguments);
  method.checkArguments(markers,this.literal.getPosition(),context,null,this.arguments,data);
  this.type=method.getType().getConcreteType(data);
  if (!type.isSuperTypeOf(this.type)) {
    Marker m=I18n.createMarker(this.literal.getPosition(),""String_Node_Str"");
    m.addInfo(""String_Node_Str"" + type.getConcreteType(typeContext));
    m.addInfo(""String_Node_Str"" + this.type);
    StringBuilder sb=new StringBuilder(""String_Node_Str"");
    Util.methodSignatureToString(method,sb);
    m.addInfo(sb.toString());
    markers.add(m);
  }
  return this;
}","@Override public IValue withType(IType type,ITypeContext typeContext,MarkerList markers,IContext context){
  IMethod method=this.method;
  if (method == null) {
    method=IContext.resolveMethod(type,null,this.methodName,this.arguments);
    if (method == null) {
      StringBuilder builder=new StringBuilder();
      this.arguments.typesToString(builder);
      markers.add(I18n.createMarker(this.literal.getPosition(),""String_Node_Str"",this.literal.getType(),type,builder));
      this.type=type;
      return null;
    }
    this.method=method;
  }
  GenericData data=method.getGenericData(null,null,this.arguments);
  method.checkArguments(markers,this.literal.getPosition(),context,null,this.arguments,data);
  this.type=method.getType().getConcreteType(data);
  IType concrete=type.getConcreteType(typeContext);
  if (!concrete.isSuperTypeOf(this.type)) {
    Marker m=I18n.createMarker(this.literal.getPosition(),""String_Node_Str"");
    m.addInfo(""String_Node_Str"" + concrete);
    m.addInfo(""String_Node_Str"" + this.type);
    StringBuilder sb=new StringBuilder(""String_Node_Str"");
    Util.methodSignatureToString(method,sb);
    m.addInfo(sb.toString());
    markers.add(m);
  }
  return this;
}",0.9567408651826964
83022,"@Override public IValue checkAccess(MarkerList markers,ICodePosition position,IValue instance,IContext context){
  if (instance != null) {
    if ((this.modifiers & Modifiers.STATIC) != 0) {
      if (instance.valueTag() != IValue.CLASS_ACCESS) {
        markers.add(I18n.createMarker(position,""String_Node_Str"",this.name.unqualified));
      }
 else       if (instance.getType().getTheClass() != this.theClass) {
        markers.add(I18n.createMarker(position,""String_Node_Str"",this.name.unqualified,this.theClass.getFullName()));
      }
      instance=null;
    }
 else     if (instance.valueTag() == IValue.CLASS_ACCESS) {
      if (!instance.getType().getTheClass().isObject()) {
        markers.add(I18n.createMarker(position,""String_Node_Str"",this.name.unqualified));
      }
    }
 else {
      IType type=this.theClass.getType();
      instance=IType.convertValue(instance,type,type,markers,context);
    }
  }
 else   if ((this.modifiers & Modifiers.STATIC) == 0) {
    if (context.isStatic()) {
      markers.add(I18n.createMarker(position,""String_Node_Str"",this.name));
    }
 else {
      markers.add(I18n.createMarker(position,""String_Node_Str"",this.name.unqualified));
      instance=new ThisValue(position,this.theClass.getType(),context,markers);
    }
  }
  if (this.hasModifier(Modifiers.DEPRECATED)) {
    Deprecation.checkDeprecation(markers,position,this,""String_Node_Str"");
  }
switch (IContext.getVisibility(context,this)) {
case IContext.INTERNAL:
    markers.add(I18n.createMarker(position,""String_Node_Str"",this.name));
  break;
case IContext.INVISIBLE:
markers.add(I18n.createMarker(position,""String_Node_Str"",this.name));
break;
}
return instance;
}","@Override public IValue checkAccess(MarkerList markers,ICodePosition position,IValue instance,IContext context){
  if (instance != null) {
    if ((this.modifiers & Modifiers.STATIC) != 0) {
      if (instance.valueTag() != IValue.CLASS_ACCESS) {
        markers.add(I18n.createMarker(position,""String_Node_Str"",this.name));
      }
 else       if (instance.getType().getTheClass() != this.theClass) {
        markers.add(I18n.createMarker(position,""String_Node_Str"",this.name,this.theClass.getFullName()));
      }
      instance=null;
    }
 else     if (instance.valueTag() == IValue.CLASS_ACCESS) {
      if (!instance.getType().getTheClass().isObject()) {
        markers.add(I18n.createMarker(position,""String_Node_Str"",this.name));
      }
    }
 else {
      IType type=this.theClass.getClassType();
      IValue instance1=IType.convertValue(instance,type,type,markers,context);
      if (instance1 == null) {
        Util.createTypeError(markers,instance,type,type,""String_Node_Str"",this.name);
      }
 else {
        instance=instance1;
      }
    }
  }
 else   if ((this.modifiers & Modifiers.STATIC) == 0) {
    if (context.isStatic()) {
      markers.add(I18n.createMarker(position,""String_Node_Str"",this.name));
    }
 else {
      markers.add(I18n.createMarker(position,""String_Node_Str"",this.name.unqualified));
      instance=new ThisValue(position,this.theClass.getType(),context,markers);
    }
  }
  if (this.hasModifier(Modifiers.DEPRECATED)) {
    Deprecation.checkDeprecation(markers,position,this,""String_Node_Str"");
  }
switch (IContext.getVisibility(context,this)) {
case IContext.INTERNAL:
    markers.add(I18n.createMarker(position,""String_Node_Str"",this.name));
  break;
case IContext.INVISIBLE:
markers.add(I18n.createMarker(position,""String_Node_Str"",this.name));
break;
}
return instance;
}",0.9331810394060536
83023,"private void checkTypeVarsInferred(MarkerList markers,ICodePosition position,ITypeContext typeContext){
  for (int i=0; i < this.genericCount; i++) {
    ITypeVariable typeVar=this.generics[i];
    IType type=typeContext.resolveType(typeVar);
    if (type == null || type.typeTag() == IType.TYPE_VAR_TYPE && ((TypeVarType)type).typeVar == typeVar) {
      markers.add(I18n.createMarker(position,""String_Node_Str"",this.name,typeVar.getName()));
      typeContext.addMapping(typeVar,Types.ANY);
    }
  }
}","private void checkTypeVarsInferred(MarkerList markers,ICodePosition position,ITypeContext typeContext){
  for (int i=0; i < this.genericCount; i++) {
    ITypeVariable typeVar=this.generics[i];
    IType type=typeContext.resolveType(typeVar);
    if (type == null || type.typeTag() == IType.TYPE_VAR_TYPE && ((TypeVarType)type).getTypeVariable() == typeVar) {
      markers.add(I18n.createMarker(position,""String_Node_Str"",this.name,typeVar.getName()));
      typeContext.addMapping(typeVar,Types.ANY);
    }
  }
}",0.9764243614931236
