record_number,buggy_code,fixed_code
81001,"@Override protected void rollback(){
  StringBuilder es=new StringBuilder();
  for (  Pair p : list) {
    try {
      p.conn.rollback();
    }
 catch (    Throwable e) {
      es.append(e.getMessage()).append(""String_Node_Str"");
    }
 finally {
      try {
        p.conn.close();
      }
 catch (      SQLException e) {
        es.append(e.getMessage()).append(""String_Node_Str"");
      }
    }
  }
  if (es.length() > 0)   throw new RuntimeException(es.toString());
}","@Override protected void rollback(){
  for (  Pair p : list) {
    try {
      p.conn.rollback();
    }
 catch (    Throwable e) {
    }
  }
}"
81002,"@Override protected void commit() throws Exception {
  ComboException ce=new ComboException();
  for (  Pair p : list) {
    try {
      p.conn.commit();
      if (p.conn.getTransactionIsolation() != p.oldLevel)       p.conn.setTransactionIsolation(p.oldLevel);
    }
 catch (    SQLException e) {
      ce.add(e);
    }
 finally {
      p.conn.close();
    }
  }
  list.clear();
  if (null != ce.getCause()) {
    throw ce;
  }
}","@Override protected void commit(){
  ComboException ce=new ComboException();
  for (  Pair p : list) {
    try {
      p.conn.commit();
      if (p.conn.getTransactionIsolation() != p.oldLevel)       p.conn.setTransactionIsolation(p.oldLevel);
    }
 catch (    SQLException e) {
      ce.add(e);
    }
  }
  if (null != ce.getCause()) {
    throw ce;
  }
}"
81003,"@Override public void close() throws SQLException {
  for (  Pair p : list)   if (!p.conn.isClosed()) {
    try {
      if (p.conn.getTransactionIsolation() != p.oldLevel)       p.conn.setTransactionIsolation(p.oldLevel);
    }
 catch (    Exception e) {
    }
    p.conn.close();
  }
}","@Override public void close(){
  ComboException ce=new ComboException();
  for (  Pair p : list) {
    try {
      if (!p.conn.isClosed())       if (p.conn.getTransactionIsolation() != p.oldLevel)       p.conn.setTransactionIsolation(p.oldLevel);
    }
 catch (    Throwable e) {
    }
 finally {
      try {
        p.conn.close();
      }
 catch (      Exception e) {
        ce.add(e);
      }
    }
  }
  list.clear();
}"
81004,"private static void depose(){
  if (count.get() == 0)   try {
    trans.get().close();
  }
 catch (  SQLException e) {
    throw Lang.wrapThrow(e);
  }
 finally {
    trans.set(null);
  }
}","private static void depose(){
  if (count.get() == 0)   try {
    trans.get().close();
  }
 catch (  Throwable e) {
    throw Lang.wrapThrow(e);
  }
 finally {
    trans.set(null);
  }
}"
81005,protected abstract void commit() throws Exception ;,protected abstract void commit();
81006,public abstract void close() throws SQLException ;,public abstract void close();
81007,"public void setEntityMaker(EntityMaker entityMaker){
  this.entityMaker=entityMaker;
}","public void setEntityMaker(EntityMaker entityMaker){
  if (null == entityMaker) {
    log.error(""String_Node_Str"");
    return;
  }
  this.entityMaker=entityMaker;
  entities=new EntityHolder(this.entityMaker);
}"
81008,"/** 
 * 'databaseProductName' | 'driverName' <pre> psql:	'PostgreSQL'	|'PostgreSQL Native Driver' MySQL:	'MySQL'			|'MySQL-AB JDBC Driver' Oracle:	'Oracle'		|'Oracle JDBC driver' db2:		'DB2/NT'		|'IBM DB2 JDBC Universal Driver Architecture' SQLServer:	'Microsoft SQL Serve'	|'SQL Serve' </pre>
 */
public void setDataSource(DataSource dataSource){
  entities=new EntityHolder(null == entityMaker ? new DefaultEntityMaker() : entityMaker);
  this.dataSource=dataSource;
}","/** 
 * 'databaseProductName' | 'driverName' <pre> psql:	'PostgreSQL'	|'PostgreSQL Native Driver' MySQL:	'MySQL'			|'MySQL-AB JDBC Driver' Oracle:	'Oracle'		|'Oracle JDBC driver' db2:		'DB2/NT'		|'IBM DB2 JDBC Universal Driver Architecture' SQLServer:	'Microsoft SQL Serve'	|'SQL Serve' </pre>
 */
public void setDataSource(DataSource dataSource){
  if (null == entityMaker)   entities=new EntityHolder(new DefaultEntityMaker());
  this.dataSource=dataSource;
}"
81009,"public static void safeClose(ResultSet rs){
  if (null != rs)   try {
    rs.close();
  }
 catch (  Throwable e) {
  }
}","public static void safeClose(ResultSet rs){
  if (null != rs)   try {
    if (!rs.isClosed())     rs.close();
  }
 catch (  Throwable e) {
  }
}"
81010,"private int readTokenName(char[] cs,int i,StringBuilder sb){
  for (++i; i < cs.length; i++) {
    int b=(int)cs[i];
    if (b == 95 || b == 45 || b == 46 || (b >= 48 && b <= 57) || (b >= 65 && b <= 90) || (b >= 97 && b <= 122))     sb.append((char)b);
 else     break;
  }
  return i - 1;
}","private int readTokenName(char[] cs,int i,StringBuilder sb){
  for (++i; i < cs.length; i++) {
    int b=(int)cs[i];
    if (b == '_' || b == '-' || (b >= 48 && b <= 57) || (b >= 65 && b <= 90) || (b >= 97 && b <= 122))     sb.append((char)b);
 else     break;
  }
  return i - 1;
}"
81011,"/** 
 * 将两个文件对象比较，得出相对路径
 * @param base 基础文件对象
 * @param file 相对文件对象
 * @return 相对于基础文件对象的相对路径
 */
public static String getRelativePath(File base,File file){
  if (base.isFile())   base=base.getParentFile();
  String[] bb=Strings.splitIgnoreBlank(base.getAbsolutePath(),""String_Node_Str"");
  String[] ff=Strings.splitIgnoreBlank(file.getAbsolutePath(),""String_Node_Str"");
  int pos=0;
  for (; pos < Math.min(bb.length,ff.length); pos++)   if (!bb[pos].equals(ff[pos]))   break;
  String path=Strings.dup(""String_Node_Str"",bb.length - pos);
  path+=Lang.concat(pos,ff.length - pos,'/',ff);
  return path;
}","/** 
 * 将两个路径比较，得出相对路径
 * @param base 基础路径
 * @param path 相对文件路径
 * @return 相对于基础路径对象的相对路径
 */
public static String getRelativePath(String base,String path){
  String[] bb=Strings.splitIgnoreBlank(getCanonicalPath(base),""String_Node_Str"");
  String[] ff=Strings.splitIgnoreBlank(getCanonicalPath(path),""String_Node_Str"");
  int len=Math.min(bb.length,ff.length);
  int pos=0;
  for (; pos < len; pos++)   if (!bb[pos].equals(ff[pos]))   break;
  String re=Strings.dup(""String_Node_Str"",bb.length - pos);
  re+=Lang.concat(pos,ff.length - pos,'/',ff);
  return re;
}"
81012,"public static Record create(ResultSet rs){
  try {
    Record re=new Record();
    ResultSetMetaData meta=rs.getMetaData();
    int count=meta.getColumnCount();
    for (int i=1; i <= count; i++) {
      String name=meta.getColumnLabel(i);
      re.set(name.toLowerCase(),rs.getObject(i));
    }
    return re;
  }
 catch (  SQLException e) {
    throw Lang.wrapThrow(e);
  }
}","public static Record create(ResultSet rs){
  try {
    Record re=new Record();
    ResultSetMetaData meta=rs.getMetaData();
    int count=meta.getColumnCount();
    for (int i=1; i <= count; i++) {
      String name=meta.getColumnLabel(i);
      if (meta.getColumnType(i) == Types.CLOB) {
        re.set(name.toLowerCase(),rs.getString(i));
      }
 else {
        re.set(name.toLowerCase(),rs.getObject(i));
      }
    }
    return re;
  }
 catch (  SQLException e) {
    throw Lang.wrapThrow(e);
  }
}"
81013,"public void render(HttpServletRequest req,HttpServletResponse resp,Object obj) throws Exception {
  Mirror<?> mirror=Mirror.me(obj);
  for (Iterator<String> it=dest.keys().iterator(); it.hasNext(); ) {
    String key=it.next();
    Object value=null;
    if (null != mirror && key.startsWith(""String_Node_Str"") && key.length() > 4) {
      value=mirror.getValue(obj,key.substring(4));
    }
 else {
      value=req.getParameter(key);
    }
    if (null == value)     value=obj;
    dest.set(key,value);
  }
  String path=dest.toString();
  if (path.startsWith(""String_Node_Str"")) {
    path=req.getContextPath() + path;
  }
 else {
    String myPath=req.getPathInfo();
    int pos=myPath.lastIndexOf('/');
    if (pos > 0)     path=myPath.substring(0,pos) + ""String_Node_Str"" + path;
 else     path=""String_Node_Str"" + path;
  }
  resp.sendRedirect(path);
  resp.flushBuffer();
}","public void render(HttpServletRequest req,HttpServletResponse resp,Object obj) throws Exception {
  Mirror<?> mirror=Mirror.me(obj);
  for (Iterator<String> it=dest.keys().iterator(); it.hasNext(); ) {
    String key=it.next();
    Object value=null;
    if (null != mirror && key.startsWith(""String_Node_Str"") && key.length() > 4) {
      value=mirror.getValue(obj,key.substring(4));
    }
 else     if (null != mirror && key.startsWith(""String_Node_Str"") && key.length() > 2) {
      value=req.getParameter(key.substring(2));
    }
 else {
      value=obj;
    }
    if (null == value)     value=obj;
    dest.set(key,value);
  }
  String path=dest.toString();
  if (path.startsWith(""String_Node_Str"")) {
    path=req.getContextPath() + path;
  }
 else {
    String myPath=req.getPathInfo();
    int pos=myPath.lastIndexOf('/');
    if (pos > 0)     path=myPath.substring(0,pos) + ""String_Node_Str"" + path;
 else     path=""String_Node_Str"" + path;
  }
  resp.sendRedirect(path);
  resp.flushBuffer();
}"
