record_number,buggy_code,fixed_code
85001,"public void onPlayerCommand(PlayerChatEvent event){
  Player player=event.getPlayer();
  String[] split=event.getMessage().split(""String_Node_Str"");
  mcc.getInstance().CommandCheck(player,split,spawn);
}","public void onPlayerCommand(PlayerChatEvent event){
  Player player=event.getPlayer();
  String[] split=event.getMessage().split(""String_Node_Str"");
  String playerName=player.getName();
  if (split[0].equalsIgnoreCase(""String_Node_Str"")) {
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.BLUE + ""String_Node_Str"" + ChatColor.RED+ ""String_Node_Str"");
    player.sendMessage(ChatColor.GREEN + ""String_Node_Str"" + ChatColor.DARK_RED+ ""String_Node_Str""+ ChatColor.GREEN+ ""String_Node_Str"");
    player.sendMessage(ChatColor.GREEN + ""String_Node_Str"" + ChatColor.DARK_RED+ ""String_Node_Str""+ ChatColor.GREEN+ ""String_Node_Str""+ ChatColor.DARK_RED+ ""String_Node_Str"");
    player.sendMessage(ChatColor.GREEN + ""String_Node_Str"");
  }
  if (split[0].equalsIgnoreCase(""String_Node_Str"")) {
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GREEN + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
  }
  if (mcUsers.getProfile(player).inParty() && split[0].equalsIgnoreCase(""String_Node_Str"")) {
    if (split.length < 2) {
      player.sendMessage(ChatColor.RED + ""String_Node_Str"");
      return;
    }
    if (isPlayer(split[1])) {
      Player target=getPlayer(split[1]);
      if (mcUsers.getProfile(player).getParty().equals(mcUsers.getProfile(target).getParty())) {
        player.teleportTo(target);
        player.sendMessage(ChatColor.GREEN + ""String_Node_Str"" + target.getName());
        target.sendMessage(ChatColor.GREEN + player.getName() + ""String_Node_Str"");
      }
    }
  }
  if (player.isOp() && split[0].equalsIgnoreCase(""String_Node_Str"")) {
    if (split.length < 2) {
      player.sendMessage(ChatColor.RED + ""String_Node_Str"");
      return;
    }
    if (isPlayer(split[1])) {
      Player target=getPlayer(split[1]);
      double x, y, z;
      x=target.getLocation().getX();
      y=target.getLocation().getY();
      z=target.getLocation().getZ();
      player.sendMessage(ChatColor.GREEN + ""String_Node_Str"");
      player.sendMessage(target.getName());
      if (mcUsers.getProfile(target).inParty())       player.sendMessage(""String_Node_Str"" + mcUsers.getProfile(target).getParty());
      player.sendMessage(""String_Node_Str"" + target.getHealth() + ChatColor.GRAY+ ""String_Node_Str"");
      player.sendMessage(""String_Node_Str"" + target.isOp());
      player.sendMessage(ChatColor.GREEN + ""String_Node_Str"");
      player.sendMessage(""String_Node_Str"" + mcUsers.getProfile(target).getMining());
      player.sendMessage(""String_Node_Str"" + mcUsers.getProfile(target).getRepair());
      player.sendMessage(""String_Node_Str"" + mcUsers.getProfile(target).getWoodCutting());
      player.sendMessage(ChatColor.GREEN + ""String_Node_Str"");
      player.sendMessage(""String_Node_Str"" + x);
      player.sendMessage(""String_Node_Str"" + y);
      player.sendMessage(""String_Node_Str"" + z);
    }
  }
  if (split[0].equalsIgnoreCase(""String_Node_Str"")) {
    double x=player.getLocation().getX();
    double y=player.getLocation().getY();
    double z=player.getLocation().getZ();
    mcUsers.getProfile(player).setMySpawn(x,y,z);
    player.sendMessage(ChatColor.DARK_AQUA + ""String_Node_Str"");
  }
  if (player.isOp() && split[0].equalsIgnoreCase(""String_Node_Str"")) {
    spawn=player.getLocation();
    player.sendMessage(""String_Node_Str"");
  }
  if (split[0].equalsIgnoreCase(""String_Node_Str"")) {
    player.sendMessage(ChatColor.DARK_GREEN + ""String_Node_Str"");
    player.sendMessage(ChatColor.DARK_GREEN + ""String_Node_Str"" + mcUsers.getProfile(player).getMining());
    player.sendMessage(ChatColor.DARK_GREEN + ""String_Node_Str"" + mcUsers.getProfile(player).getRepair());
    player.sendMessage(ChatColor.DARK_GREEN + ""String_Node_Str"" + mcUsers.getProfile(player).getWoodCutting());
    player.sendMessage(ChatColor.GRAY + ""String_Node_Str"");
  }
  if (split[0].equalsIgnoreCase(""String_Node_Str"")) {
    if (split.length == 1 && !mcUsers.getProfile(player).inParty()) {
      player.sendMessage(""String_Node_Str"");
      return;
    }
    if (split.length == 1 && mcUsers.getProfile(player).inParty()) {
      String tempList=""String_Node_Str"";
      int x=0;
      for (      Player p : plugin.getServer().getOnlinePlayers()) {
        if (mcUsers.getProfile(player).getParty().equals(mcUsers.getProfile(p).getParty())) {
          if (p != null && x + 1 >= partyCount(player)) {
            tempList+=p.getName();
            x++;
          }
          if (p != null && x < partyCount(player)) {
            tempList+=p.getName() + ""String_Node_Str"";
            x++;
          }
        }
      }
      player.sendMessage(ChatColor.GREEN + ""String_Node_Str"" + mcUsers.getProfile(player).getParty()+ ""String_Node_Str"");
      player.sendMessage(ChatColor.GREEN + ""String_Node_Str"" + ChatColor.WHITE+ tempList+ ChatColor.GREEN+ ""String_Node_Str"");
    }
    if (split.length > 1 && split[1].equals(""String_Node_Str"") && mcUsers.getProfile(player).inParty()) {
      informPartyMembersQuit(player);
      mcUsers.getProfile(player).removeParty();
      player.sendMessage(ChatColor.RED + ""String_Node_Str"");
      return;
    }
    if (split.length >= 2) {
      mcUsers.getProfile(player).setParty(split[1]);
      player.sendMessage(""String_Node_Str"" + split[1]);
      informPartyMembers(player);
    }
  }
  if (split[0].equalsIgnoreCase(""String_Node_Str"")) {
    if (mcConfig.getInstance().isAdminToggled(player.getName()))     mcConfig.getInstance().toggleAdminChat(playerName);
    mcConfig.getInstance().togglePartyChat(playerName);
    if (mcConfig.getInstance().isPartyToggled(playerName)) {
      player.sendMessage(ChatColor.GREEN + ""String_Node_Str"");
    }
 else {
      player.sendMessage(ChatColor.GREEN + ""String_Node_Str"" + ChatColor.RED+ ""String_Node_Str"");
    }
  }
  if (split[0].equalsIgnoreCase(""String_Node_Str"") && player.isOp()) {
    if (mcConfig.getInstance().isPartyToggled(player.getName()))     mcConfig.getInstance().togglePartyChat(playerName);
    mcConfig.getInstance().toggleAdminChat(playerName);
    if (mcConfig.getInstance().isAdminToggled(playerName)) {
      player.sendMessage(ChatColor.AQUA + ""String_Node_Str"" + ChatColor.GREEN+ ""String_Node_Str"");
    }
 else {
      player.sendMessage(ChatColor.AQUA + ""String_Node_Str"" + ChatColor.RED+ ""String_Node_Str"");
    }
  }
  if (split[0].equalsIgnoreCase(""String_Node_Str"")) {
    if (mcUsers.getProfile(player).getMySpawn(player) != null) {
      player.getInventory().clear();
      player.setHealth(20);
      player.teleportTo(mcUsers.getProfile(player).getMySpawn(player));
      player.sendMessage(""String_Node_Str"");
    }
 else {
      player.sendMessage(ChatColor.RED + ""String_Node_Str"");
    }
  }
  if (split[0].equalsIgnoreCase(""String_Node_Str"")) {
    if (spawn != null) {
      player.teleportTo(spawn);
      player.sendMessage(""String_Node_Str"");
      return;
    }
    player.sendMessage(""String_Node_Str"");
  }
}"
85002,"public static boolean inSameParty(Player playera,Player playerb){
  if (mcUsers.getProfile(playera).getParty().equals(mcUsers.getProfile(playerb).getParty())) {
    return true;
  }
 else {
    return false;
  }
}","public boolean inSameParty(Player playera,Player playerb){
  if (mcUsers.getProfile(playera).getParty().equals(mcUsers.getProfile(playerb).getParty())) {
    return true;
  }
 else {
    return false;
  }
}"
85003,"public boolean onConsoleCommand(String[] split){
  String server=Colors.LightGreen + ""String_Node_Str"" + Colors.DarkPurple;
  if (split[0].equalsIgnoreCase(""String_Node_Str"")) {
    if (split.length > 1) {
      String args=""String_Node_Str"" + etc.combineSplit(1,split,""String_Node_Str"");
      vChat.gmsg(server + ""String_Node_Str"" + args);
      log.log(Level.INFO,""String_Node_Str"" + args);
      return true;
    }
    return false;
  }
  if (split[0].equalsIgnoreCase(""String_Node_Str""))   vChat.gmsg(server + ""String_Node_Str"");
  log.log(Level.INFO,""String_Node_Str"" + ""String_Node_Str"");
  return false;
}","public boolean onConsoleCommand(String[] split){
  String server=Colors.LightGreen + ""String_Node_Str"" + Colors.DarkPurple;
  if (split[0].equalsIgnoreCase(""String_Node_Str"")) {
    if (split.length > 1) {
      String args=""String_Node_Str"" + etc.combineSplit(1,split,""String_Node_Str"");
      vChat.gmsg(server + ""String_Node_Str"" + args);
      log.log(Level.INFO,""String_Node_Str"" + args);
      return true;
    }
    return false;
  }
  if (split[0].equalsIgnoreCase(""String_Node_Str"")) {
    vChat.gmsg(server + ""String_Node_Str"");
    log.log(Level.INFO,""String_Node_Str"" + ""String_Node_Str"");
  }
  return false;
}"
85004,"public static int prefix(Player player,String[] args){
  if (player.canUseCommand(""String_Node_Str"") && vConfig.getInstance().prefix()) {
    if (args.length < 2) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      player.sendMessage(Colors.DarkPurple + ""String_Node_Str"" + player.getName()+ ""String_Node_Str"");
      vChat.sendMessage(player,player,Colors.DarkPurple + ""String_Node_Str"" + Colors.Black+ ""String_Node_Str""+ Colors.LightGreen+ ""String_Node_Str""+ Colors.Black+ ""String_Node_Str""+ Colors.Yellow+ player.getName());
      return EXIT_SUCCESS;
    }
    Player other=etc.getServer().matchPlayer(args[0]);
    if (other == null) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    if (player != other && other.hasControlOver(player)) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    if (vChat.msgLength(args[1]) > 60) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    if (args.length >= 2 && args[0] != null) {
      other.setPrefix(args[1]);
      player.sendMessage(Colors.Rose + ""String_Node_Str"");
      FlatFileSource ffs=new FlatFileSource();
      ffs.modifyPlayer(other);
    }
    if (args.length >= 3 && args[1] != null) {
      String tagbag=etc.combineSplit(2,args,""String_Node_Str"");
      vUsers.players.findProfile(other).setTag(tagbag);
      player.sendMessage(Colors.LightGreen + ""String_Node_Str"");
      log.log(Level.INFO,player + ""String_Node_Str"" + tagbag);
    }
    return EXIT_SUCCESS;
  }
  if (!player.canUseCommand(""String_Node_Str"") && vConfig.getInstance().prefix()) {
    return EXIT_FAIL;
  }
  if (args.length < 1) {
    vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
    player.sendMessage(Colors.DarkPurple + ""String_Node_Str"");
    vChat.sendMessage(player,player,Colors.DarkPurple + ""String_Node_Str"" + Colors.Black+ ""String_Node_Str""+ Colors.LightGreen+ ""String_Node_Str""+ Colors.Black+ ""String_Node_Str""+ Colors.Yellow+ player.getName());
    return EXIT_SUCCESS;
  }
  if (args.length >= 1 && args[0] != null) {
    player.setPrefix(args[0]);
    player.sendMessage(Colors.Rose + ""String_Node_Str"");
  }
  if (args.length >= 2 && args[1] != null) {
    if (vChat.msgLength(args[1]) > 60) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    vUsers.players.findProfile(player).setTag(args[1]);
    player.sendMessage(Colors.LightGreen + ""String_Node_Str"");
  }
  return EXIT_SUCCESS;
}","public static int prefix(Player player,String[] args){
  if (player.canUseCommand(""String_Node_Str"") && vConfig.getInstance().prefix()) {
    if (args.length < 2) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      player.sendMessage(Colors.DarkPurple + ""String_Node_Str"" + player.getName()+ ""String_Node_Str"");
      vChat.sendMessage(player,player,Colors.DarkPurple + ""String_Node_Str"" + Colors.Black+ ""String_Node_Str""+ Colors.LightGreen+ ""String_Node_Str""+ Colors.Black+ ""String_Node_Str""+ Colors.Yellow+ player.getName());
      return EXIT_SUCCESS;
    }
    Player other=etc.getServer().matchPlayer(args[0]);
    if (other == null) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    if (player != other && other.hasControlOver(player)) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    if (vChat.msgLength(args[1]) > 60) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    if (args.length >= 2 && args[0] != null) {
      other.setPrefix(args[1]);
      player.sendMessage(Colors.Rose + ""String_Node_Str"");
      FlatFileSource ffs=new FlatFileSource();
      ffs.modifyPlayer(other);
    }
    if (args.length >= 3 && args[1] != null) {
      vUsers.players.findProfile(other).setTag(args[2]);
      player.sendMessage(Colors.LightGreen + ""String_Node_Str"");
      log.log(Level.INFO,player + ""String_Node_Str"" + args[2]);
    }
    return EXIT_SUCCESS;
  }
  if (!player.canUseCommand(""String_Node_Str"") && vConfig.getInstance().prefix()) {
    return EXIT_FAIL;
  }
  if (args.length < 1) {
    vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
    player.sendMessage(Colors.DarkPurple + ""String_Node_Str"");
    vChat.sendMessage(player,player,Colors.DarkPurple + ""String_Node_Str"" + Colors.Black+ ""String_Node_Str""+ Colors.LightGreen+ ""String_Node_Str""+ Colors.Black+ ""String_Node_Str""+ Colors.Yellow+ player.getName());
    return EXIT_SUCCESS;
  }
  if (args.length >= 1 && args[0] != null) {
    player.setPrefix(args[0]);
    player.sendMessage(Colors.Rose + ""String_Node_Str"");
  }
  if (args.length >= 2 && args[1] != null) {
    if (vChat.msgLength(args[1]) > 60) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    vUsers.players.findProfile(player).setTag(args[1]);
    player.sendMessage(Colors.LightGreen + ""String_Node_Str"");
  }
  return EXIT_SUCCESS;
}"
85005,"public static int prefix(Player player,String[] args){
  if (player.canUseCommand(""String_Node_Str"") && vConfig.getInstance().prefix()) {
    if (args.length < 2) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      player.sendMessage(Colors.DarkPurple + ""String_Node_Str"" + player.getName()+ ""String_Node_Str"");
      vChat.sendMessage(player,player,Colors.DarkPurple + ""String_Node_Str"" + Colors.Black+ ""String_Node_Str""+ Colors.LightGreen+ ""String_Node_Str""+ Colors.Black+ ""String_Node_Str""+ Colors.Yellow+ player.getName());
      return EXIT_SUCCESS;
    }
    Player other=etc.getServer().matchPlayer(args[0]);
    if (other == null) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    if (player != other && other.hasControlOver(player)) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    if (vChat.msgLength(args[1]) > 60) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    if (args.length >= 2 && args[0] != null) {
      other.setPrefix(args[1]);
      player.sendMessage(Colors.Rose + ""String_Node_Str"");
      FlatFileSource ffs=new FlatFileSource();
      ffs.modifyPlayer(other);
    }
    if (args.length >= 3 && args[1] != null) {
      vUsers.players.findProfile(other).setTag(args[2]);
      player.sendMessage(Colors.LightGreen + ""String_Node_Str"");
    }
    return EXIT_SUCCESS;
  }
  if (!player.canUseCommand(""String_Node_Str"") && vConfig.getInstance().prefix()) {
    return EXIT_FAIL;
  }
  if (args.length < 1) {
    vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
    player.sendMessage(Colors.DarkPurple + ""String_Node_Str"");
    vChat.sendMessage(player,player,Colors.DarkPurple + ""String_Node_Str"" + Colors.Black+ ""String_Node_Str""+ Colors.LightGreen+ ""String_Node_Str""+ Colors.Black+ ""String_Node_Str""+ Colors.Yellow+ player.getName());
    return EXIT_SUCCESS;
  }
  if (args.length >= 1 && args[0] != null) {
    player.setPrefix(args[0]);
    player.sendMessage(Colors.Rose + ""String_Node_Str"");
  }
  if (args.length >= 2 && args[1] != null) {
    if (vChat.msgLength(args[1]) > 60) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    vUsers.players.findProfile(player).setTag(args[1]);
    player.sendMessage(Colors.LightGreen + ""String_Node_Str"");
  }
  return EXIT_SUCCESS;
}","public static int prefix(Player player,String[] args){
  if (player.canUseCommand(""String_Node_Str"") && vConfig.getInstance().prefix()) {
    if (args.length < 2) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      player.sendMessage(Colors.DarkPurple + ""String_Node_Str"" + player.getName()+ ""String_Node_Str"");
      vChat.sendMessage(player,player,Colors.DarkPurple + ""String_Node_Str"" + Colors.Black+ ""String_Node_Str""+ Colors.LightGreen+ ""String_Node_Str""+ Colors.Black+ ""String_Node_Str""+ Colors.Yellow+ player.getName());
      return EXIT_SUCCESS;
    }
    Player other=etc.getServer().matchPlayer(args[0]);
    if (other == null) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    if (player != other && other.hasControlOver(player)) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    if (vChat.msgLength(args[1]) > 60) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    if (args.length >= 2 && args[0] != null) {
      other.setPrefix(args[1]);
      player.sendMessage(Colors.Rose + ""String_Node_Str"");
      FlatFileSource ffs=new FlatFileSource();
      ffs.modifyPlayer(other);
    }
    if (args.length >= 3 && args[1] != null) {
      String tagbag=etc.combineSplit(2,args,""String_Node_Str"");
      vUsers.players.findProfile(other).setTag(tagbag);
      player.sendMessage(Colors.LightGreen + ""String_Node_Str"");
      log.log(Level.INFO,player + ""String_Node_Str"" + tagbag);
    }
    return EXIT_SUCCESS;
  }
  if (!player.canUseCommand(""String_Node_Str"") && vConfig.getInstance().prefix()) {
    return EXIT_FAIL;
  }
  if (args.length < 1) {
    vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
    player.sendMessage(Colors.DarkPurple + ""String_Node_Str"");
    vChat.sendMessage(player,player,Colors.DarkPurple + ""String_Node_Str"" + Colors.Black+ ""String_Node_Str""+ Colors.LightGreen+ ""String_Node_Str""+ Colors.Black+ ""String_Node_Str""+ Colors.Yellow+ player.getName());
    return EXIT_SUCCESS;
  }
  if (args.length >= 1 && args[0] != null) {
    player.setPrefix(args[0]);
    player.sendMessage(Colors.Rose + ""String_Node_Str"");
  }
  if (args.length >= 2 && args[1] != null) {
    if (vChat.msgLength(args[1]) > 60) {
      vChat.sendMessage(player,player,Colors.Rose + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    vUsers.players.findProfile(player).setTag(args[1]);
    player.sendMessage(Colors.LightGreen + ""String_Node_Str"");
  }
  return EXIT_SUCCESS;
}"
85006,"public String getGroupPrefix(Player player){
  String groups[]=player.getGroups();
  String groupline[]=null;
  String prefix=Colors.White;
  if (vConfig.getInstance().groupcoloredbrackets()) {
    properties=new PropertiesFile(location);
    try {
      properties.load();
    }
 catch (    IOException e) {
      log.log(Level.SEVERE,""String_Node_Str"" + location,e);
    }
    if (!groups[0].isEmpty())     groupline=properties.getString(groups[0]).split(""String_Node_Str"");
    if (groupline[0] != null) {
      prefix=groupline[0];
      prefix=vChat.colorChange(prefix.charAt(0));
    }
  }
  return prefix;
}","public String getGroupPrefix(Player player){
  String groups[]=player.getGroups();
  String groupline[]=null;
  String prefix=Colors.White;
  if (vConfig.getInstance().groupcoloredbrackets() && groups[0].toString().length() > 0) {
    properties=new PropertiesFile(location);
    try {
      properties.load();
    }
 catch (    IOException e) {
      log.log(Level.SEVERE,""String_Node_Str"" + location,e);
    }
    groupline=properties.getString(groups[0]).split(""String_Node_Str"");
    if (!groupline[0].isEmpty()) {
      prefix=groupline[0];
      prefix=vChat.colorChange(prefix.charAt(0));
    }
  }
  return prefix;
}"
85007,"public static int tphere(Player player,String[] args){
  if (!player.canUseCommand(""String_Node_Str""))   return EXIT_FAIL;
  if (!vMinecraftSettings.getInstance().cmdTphere())   return EXIT_FAIL;
  if (args.length < 1) {
    player.sendMessage(Colors.Rose + ""String_Node_Str"" + ""String_Node_Str"");
    return EXIT_SUCCESS;
  }
  Player playerTarget=etc.getServer().matchPlayer(args[0]);
  if (playerTarget == null)   player.sendMessage(Colors.Rose + ""String_Node_Str"" + args[0]+ ""String_Node_Str"");
 else   if (!player.hasControlOver(playerTarget))   player.sendMessage(Colors.Red + ""String_Node_Str"" + ""String_Node_Str"");
 else   if (player.getName().equalsIgnoreCase(args[0]))   player.sendMessage(Colors.Rose + ""String_Node_Str"" + ""String_Node_Str"");
 else {
    log.log(Level.INFO,player.getName() + ""String_Node_Str"" + player.getName()+ ""String_Node_Str"");
    playerTarget.teleportTo(player);
    double x=player.getLocation().x;
    double y=player.getLocation().y;
    double z=player.getLocation().z;
    String x2=Double.toString(x);
    String y2=Double.toString(y);
    String z2=Double.toString(z);
    String xyz=x2 + ""String_Node_Str"" + y2+ ""String_Node_Str""+ z2;
    vMinecraftUsers.getProfile(playerTarget).setTpback(xyz);
    if (playerTarget.canUseCommand(""String_Node_Str"")) {
      playerTarget.sendMessage(Colors.DarkPurple + ""String_Node_Str"");
    }
  }
  return EXIT_SUCCESS;
}","public static int tphere(Player player,String[] args){
  if (!player.canUseCommand(""String_Node_Str""))   return EXIT_FAIL;
  if (!vMinecraftSettings.getInstance().cmdTphere())   return EXIT_FAIL;
  if (args.length < 1) {
    player.sendMessage(Colors.Rose + ""String_Node_Str"" + ""String_Node_Str"");
    return EXIT_SUCCESS;
  }
  Player playerTarget=etc.getServer().matchPlayer(args[0]);
  if (playerTarget == null)   player.sendMessage(Colors.Rose + ""String_Node_Str"" + args[0]+ ""String_Node_Str"");
 else   if (!player.hasControlOver(playerTarget))   player.sendMessage(Colors.Red + ""String_Node_Str"" + ""String_Node_Str"");
 else   if (player.getName().equalsIgnoreCase(args[0]))   player.sendMessage(Colors.Rose + ""String_Node_Str"" + ""String_Node_Str"");
 else {
    log.log(Level.INFO,player.getName() + ""String_Node_Str"" + player.getName()+ ""String_Node_Str"");
    playerTarget.teleportTo(player);
    double x=player.getLocation().x;
    double y=player.getLocation().y;
    double z=player.getLocation().z;
    String x2=Double.toString(x);
    String y2=Double.toString(y);
    String z2=Double.toString(z);
    String xyz=x2 + ""String_Node_Str"" + y2+ ""String_Node_Str""+ z2;
    vMinecraftUsers.getProfile(playerTarget).setTpback(xyz);
    if (playerTarget.canUseCommand(""String_Node_Str"")) {
      player.sendMessage(Colors.DarkPurple + ""String_Node_Str"");
      player.sendMessage(Colors.DarkPurple + ""String_Node_Str"");
    }
  }
  return EXIT_SUCCESS;
}"
85008,"public static int teleport(Player player,String[] args){
  if (!player.canUseCommand(""String_Node_Str""))   return EXIT_FAIL;
  if (!vMinecraftSettings.getInstance().cmdTp())   return EXIT_FAIL;
  if (args.length < 1) {
    player.sendMessage(Colors.Rose + ""String_Node_Str"");
    return EXIT_SUCCESS;
  }
  Player playerTarget=etc.getServer().matchPlayer(args[0]);
  if (playerTarget == null)   player.sendMessage(Colors.Rose + ""String_Node_Str"" + args[0]+ ""String_Node_Str"");
 else   if (player.getName().equalsIgnoreCase(args[0]))   player.sendMessage(Colors.Rose + ""String_Node_Str"");
 else   if (!player.hasControlOver(playerTarget))   player.sendMessage(Colors.Red + ""String_Node_Str"");
 else {
    double x=player.getLocation().x;
    double y=player.getLocation().y;
    double z=player.getLocation().z;
    String x2=Double.toString(x);
    String y2=Double.toString(y);
    String z2=Double.toString(z);
    String xyz=x2 + ""String_Node_Str"" + y2+ ""String_Node_Str""+ z2;
    vMinecraftUsers.getProfile(player).setTpback(xyz);
    if (player.canUseCommand(""String_Node_Str"")) {
      player.sendMessage(Colors.DarkPurple + ""String_Node_Str"");
    }
    if (!vMinecraftUsers.getProfile(player).isSilent()) {
      vMinecraftChat.gmsg(player,vMinecraftChat.getName(player) + Colors.LightBlue + ""String_Node_Str""+ vMinecraftChat.getName(playerTarget));
    }
    log.log(Level.INFO,player.getName() + ""String_Node_Str"" + playerTarget.getName());
    player.teleportTo(playerTarget);
  }
  return EXIT_SUCCESS;
}","public static int teleport(Player player,String[] args){
  if (!player.canUseCommand(""String_Node_Str""))   return EXIT_FAIL;
  if (!vMinecraftSettings.getInstance().cmdTp())   return EXIT_FAIL;
  if (args.length < 1) {
    player.sendMessage(Colors.Rose + ""String_Node_Str"");
    return EXIT_SUCCESS;
  }
  Player playerTarget=etc.getServer().matchPlayer(args[0]);
  if (playerTarget == null)   player.sendMessage(Colors.Rose + ""String_Node_Str"" + args[0]+ ""String_Node_Str"");
 else   if (player.getName().equalsIgnoreCase(args[0]))   player.sendMessage(Colors.Rose + ""String_Node_Str"");
 else   if (!player.hasControlOver(playerTarget))   player.sendMessage(Colors.Red + ""String_Node_Str"");
 else {
    double x=player.getLocation().x;
    double y=player.getLocation().y;
    double z=player.getLocation().z;
    String x2=Double.toString(x);
    String y2=Double.toString(y);
    String z2=Double.toString(z);
    String xyz=x2 + ""String_Node_Str"" + y2+ ""String_Node_Str""+ z2;
    vMinecraftUsers.getProfile(player).setTpback(xyz);
    if (player.canUseCommand(""String_Node_Str"")) {
      player.sendMessage(Colors.DarkPurple + ""String_Node_Str"");
      player.sendMessage(Colors.DarkPurple + ""String_Node_Str"");
    }
    if (!vMinecraftUsers.getProfile(player).isSilent()) {
      vMinecraftChat.gmsg(player,vMinecraftChat.getName(player) + Colors.LightBlue + ""String_Node_Str""+ vMinecraftChat.getName(playerTarget));
    }
    log.log(Level.INFO,player.getName() + ""String_Node_Str"" + playerTarget.getName());
    player.teleportTo(playerTarget);
  }
  return EXIT_SUCCESS;
}"
85009,"public static int silent(Player player,String[] args){
  if (player.canUseCommand(""String_Node_Str"")) {
    vMinecraftUsers.getProfile(player).setSilent();
    player.sendMessage(Colors.DarkPurple + ""String_Node_Str"");
    return EXIT_SUCCESS;
  }
  return EXIT_FAIL;
}","public static int silent(Player player,String[] args){
  if (player.canUseCommand(""String_Node_Str"")) {
    if (!vMinecraftUsers.getProfile(player).isSilent()) {
      vMinecraftUsers.getProfile(player).setSilent();
      player.sendMessage(Colors.DarkPurple + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    if (vMinecraftUsers.getProfile(player).isSilent()) {
      vMinecraftUsers.getProfile(player).disableSilent();
      player.sendMessage(Colors.DarkPurple + ""String_Node_Str"");
      return EXIT_SUCCESS;
    }
    return EXIT_FAIL;
  }
  return EXIT_FAIL;
}"
85010,"public boolean isSilent(){
  if (silent == true) {
    return true;
  }
 else {
    return false;
  }
}","public boolean isSilent(){
  return silent;
}"
