record_number,buggy_code,fixed_code
73001,"/** 
 * Clone the object into the specified workspace. The new object is <i>not</i> added to the directory of that workspace (you must do this yourself if you want it there).
 * @param workspace The workspace for the cloned object.
 * @exception CloneNotSupportedException Not thrown in this base class
 * @return The new Attribute.
 */
public Object clone(Workspace workspace) throws CloneNotSupportedException {
  MetroIIDEDirector newObject=(MetroIIDEDirector)super.clone(workspace);
  newObject._nameToActor=(Hashtable<String,Actor>)_nameToActor.clone();
  newObject._actorDictionary=(Hashtable<String,FireMachine>)_actorDictionary.clone();
  newObject._events=(ArrayList<Builder>)_events.clone();
  newObject.actorList=(ArrayList<Actor>)actorList.clone();
  return newObject;
}","/** 
 * Clone the object into the specified workspace. The new object is <i>not</i> added to the directory of that workspace (you must do this yourself if you want it there).
 * @param workspace The workspace for the cloned object.
 * @exception CloneNotSupportedException Not thrown in this base class
 * @return The new Attribute.
 */
public Object clone(Workspace workspace) throws CloneNotSupportedException {
  MetroIIDEDirector newObject=(MetroIIDEDirector)super.clone(workspace);
  newObject._nameToActor=(Hashtable<String,Actor>)_nameToActor.clone();
  newObject._actorDictionary=(Hashtable<String,FireMachine>)_actorDictionary.clone();
  newObject._events=(ArrayList<Builder>)_events.clone();
  newObject.actorList=(ArrayList<Actor>)actorList.clone();
  newObject._pendingIteration=(Hashtable<String,Integer>)_pendingIteration.clone();
  return newObject;
}"
73002,"/** 
 * Clone the object into the specified workspace. The new object is <i>not</i> added to the directory of that workspace (you must do this yourself if you want it there).
 * @param workspace The workspace for the cloned object.
 * @exception CloneNotSupportedException Not thrown in this base class
 * @return The new Attribute.
 */
public Object clone(Workspace workspace) throws CloneNotSupportedException {
  MetroIIDirector newObject=(MetroIIDirector)super.clone(workspace);
  newObject._mappingConstraintSolver=new MappingConstraintSolver(_maxEvent);
  newObject._actorList=(LinkedList)_actorList.clone();
  return newObject;
}","/** 
 * Clone the object into the specified workspace. The new object is <i>not</i> added to the directory of that workspace (you must do this yourself if you want it there).
 * @param workspace The workspace for the cloned object.
 * @exception CloneNotSupportedException Not thrown in this base class
 * @return The new Attribute.
 */
public Object clone(Workspace workspace) throws CloneNotSupportedException {
  MetroIIDirector newObject=(MetroIIDirector)super.clone(workspace);
  newObject._mappingConstraintSolver=new MappingConstraintSolver(_maxEvent);
  newObject._actorList=(LinkedList)_actorList.clone();
  newObject._timeScheduler=(TimeScheduler)_timeScheduler.clone();
  return newObject;
}"
73003,"/** 
 * Clone the object into the specified workspace. The new object is <i>not</i> added to the directory of that workspace (you must do this yourself if you want it there).
 * @param workspace The workspace for the cloned object.
 * @exception CloneNotSupportedException Not thrown in this base class
 * @return The new Attribute.
 */
public Object clone(Workspace workspace) throws CloneNotSupportedException {
  MetroIIDirector newObject=(MetroIIDirector)super.clone(workspace);
  newObject._mappingConstraintSolver=new MappingConstraintSolver(_maxEvent);
  newObject._actorList=(LinkedList)_actorList.clone();
  newObject._timeScheduler=(TimeScheduler)_timeScheduler.clone();
  return newObject;
}","/** 
 * Clone the object into the specified workspace. The new object is <i>not</i> added to the directory of that workspace (you must do this yourself if you want it there).
 * @param workspace The workspace for the cloned object.
 * @exception CloneNotSupportedException Not thrown in this base class
 * @return The new Attribute.
 */
public Object clone(Workspace workspace) throws CloneNotSupportedException {
  MetroIIDirector newObject=(MetroIIDirector)super.clone(workspace);
  newObject._mappingConstraintSolver=new MappingConstraintSolver(_maxEvent);
  newObject._actorList=new LinkedList<StartOrResumable>();
  newObject._timeScheduler=new TimeScheduler();
  return newObject;
}"
73004,"public FireMachine(Actor actor){
  _actor=actor;
  _iteration=0;
  reset();
}","public FireMachine(Actor actor){
  _actor=actor;
  reset();
}"
73005,"/** 
 * Dispose the current execution.
 */
public void reset(){
  if (_iteration > 0) {
    setStatus(Status.BEGIN);
    _currentStateEvent=_createMetroIIEvent(""String_Node_Str"");
    _iteration--;
  }
 else {
    setStatus(Status.START);
    _currentStateEvent=null;
    _iteration=0;
  }
}","/** 
 * Dispose the current execution.
 */
public void reset(){
  if (_iteration > 0) {
    setStatus(Status.BEGIN);
    _currentStateEvent=_createMetroIIEvent(""String_Node_Str"");
  }
 else {
    setStatus(Status.START);
    _currentStateEvent=null;
  }
}"
73006,"/** 
 * Clone the object into the specified workspace. The new object is <i>not</i> added to the directory of that workspace (you must do this yourself if you want it there).
 * @param workspace The workspace for the cloned object.
 * @exception CloneNotSupportedException Not thrown in this base class
 * @return The new Attribute.
 */
public Object clone(Workspace workspace) throws CloneNotSupportedException {
  MetroIIDEDirector newObject=(MetroIIDEDirector)super.clone(workspace);
  newObject._nameToActor=(Hashtable<String,Actor>)_nameToActor.clone();
  newObject._actorDictionary=(Hashtable<String,FireMachine>)_actorDictionary.clone();
  newObject._events=(ArrayList<Builder>)_events.clone();
  return newObject;
}","/** 
 * Clone the object into the specified workspace. The new object is <i>not</i> added to the directory of that workspace (you must do this yourself if you want it there).
 * @param workspace The workspace for the cloned object.
 * @exception CloneNotSupportedException Not thrown in this base class
 * @return The new Attribute.
 */
public Object clone(Workspace workspace) throws CloneNotSupportedException {
  MetroIIDEDirector newObject=(MetroIIDEDirector)super.clone(workspace);
  newObject._nameToActor=(Hashtable<String,Actor>)_nameToActor.clone();
  newObject._actorDictionary=(Hashtable<String,FireMachine>)_actorDictionary.clone();
  newObject._events=(ArrayList<Builder>)_events.clone();
  newObject.actorList=(ArrayList<Actor>)actorList.clone();
  return newObject;
}"
73007,"@Override public void initialize() throws IllegalActionException {
  super.initialize();
  Nameable container=getContainer();
  if (container instanceof CompositeActor) {
    Iterator<?> actors=((CompositeActor)container).deepEntityList().iterator();
    _actorDictionary.clear();
    while (actors.hasNext()) {
      Actor actor=(Actor)actors.next();
      if (actor instanceof MetroIIEventHandler) {
        _actorDictionary.put(actor.getFullName(),new ResumableFire(actor));
      }
 else {
        _actorDictionary.put(actor.getFullName(),new NonBlockingFire(actor));
      }
    }
  }
}","@Override public void initialize() throws IllegalActionException {
  super.initialize();
  Nameable container=getContainer();
  if (container instanceof CompositeActor) {
    Iterator<?> actors=((CompositeActor)container).deepEntityList().iterator();
    _actorDictionary.clear();
    _pendingIteration.clear();
    while (actors.hasNext()) {
      Actor actor=(Actor)actors.next();
      if (actor instanceof MetroIIEventHandler) {
        _actorDictionary.put(actor.getFullName(),new ResumableFire(actor));
      }
 else {
        _actorDictionary.put(actor.getFullName(),new NonBlockingFire(actor));
      }
      _pendingIteration.put(actor.getFullName(),0);
    }
  }
  _events=new ArrayList<Event.Builder>();
  actorList=new ArrayList<Actor>();
}"
73008,"@Override public void resolve(Iterable<Builder> metroIIEventList){
  long time=Long.MAX_VALUE;
  for (  Builder event : metroIIEventList) {
    if (event.getStatus() == Status.NOTIFIED) {
      if (event.hasTime()) {
        if (event.getTime() < time) {
          time=event.getTime();
        }
      }
    }
  }
  for (  Builder event : metroIIEventList) {
    if (event.getStatus() == Status.NOTIFIED) {
      if (event.hasTime()) {
        if (event.getTime() > time) {
          event.setStatus(Status.WAITING);
        }
      }
    }
  }
}","@Override public void resolve(Iterable<Builder> metroIIEventList){
  long time=Long.MAX_VALUE;
  boolean hasEventWithoutTime=false;
  for (  Builder event : metroIIEventList) {
    if (event.getStatus() == Status.NOTIFIED) {
      if (event.hasTime()) {
        if (event.getTime() < time) {
          time=event.getTime();
        }
      }
 else {
        hasEventWithoutTime=true;
      }
    }
  }
  if (hasEventWithoutTime) {
    for (    Builder event : metroIIEventList) {
      if (event.getStatus() == Status.NOTIFIED) {
        if (event.hasTime()) {
          event.setStatus(Status.WAITING);
        }
      }
    }
  }
 else {
    for (    Builder event : metroIIEventList) {
      if (event.getStatus() == Status.NOTIFIED) {
        if (event.hasTime()) {
          if (event.getTime() > time) {
            event.setStatus(Status.WAITING);
          }
        }
      }
    }
  }
}"
73009,"/** 
 * Evaluate the expression and send its result to the output.
 * @exception IllegalActionException If the evaluation of the expressiontriggers it, or the evaluation yields a null result, or the evaluation yields an incompatible type, or if there is no director.
 */
public void fire() throws IllegalActionException {
  super.fire();
  _omcProxy=OMCProxy.getInstance();
  if (_debugging) {
    _debug(""String_Node_Str"");
  }
  if (input.getWidth() > 0) {
    IntToken inputPortValue=(IntToken)input.get(0);
    try {
      _omcProxy.loadFile(fileName.getExpression(),modelName.getExpression());
    }
 catch (    ConnectException e) {
      throw new IllegalActionException(""String_Node_Str"");
    }
    try {
      System.out.println(""String_Node_Str"");
      _omcProxy.modifyVariables(inputPortValue,modelName.getExpression());
    }
 catch (    ConnectException e) {
      throw new IllegalActionException(""String_Node_Str"");
    }
  }
  try {
    _omcProxy.simulateModel(fileName.getExpression(),modelName.getExpression(),fileNamePrefix.getExpression(),simulationStartTime.getExpression(),simulationStopTime.getExpression(),Integer.parseInt(numberOfIntervals.getExpression()),tolerance.getExpression(),method.getExpression(),outputFormat.getExpression(),variableFilter.getExpression(),cflags.getExpression(),simflags.getExpression(),processingType.getExpression());
  }
 catch (  Throwable throwable) {
    throw new IllegalActionException(this,throwable,""String_Node_Str"" + modelName.getExpression() + ""String_Node_Str"");
  }
  if ((processingType.getExpression().compareTo(""String_Node_Str"") == 0) && (outputFormat.getExpression().compareTo(""String_Node_Str"") == 0)) {
    String simulationResult=null;
    try {
      simulationResult=_omcProxy.displaySimulationResult(fileName.getExpression(),modelName.getExpression());
    }
 catch (    ConnectException e) {
      throw new IllegalActionException(""String_Node_Str"" + modelName.getExpression() + ""String_Node_Str"");
    }
    output.send(0,new StringToken(simulationResult));
  }
  if (outputFormat.getExpression().compareTo(""String_Node_Str"") == 0) {
    try {
      _omcProxy.plotPltFile(fileNamePrefix.getExpression(),modelName.getExpression());
    }
 catch (    ConnectException e) {
      throw new IllegalActionException(""String_Node_Str"" + modelName.getExpression() + ""String_Node_Str"");
    }
  }
}","/** 
 * Evaluate the expression and send its result to the output.
 * @exception IllegalActionException If the evaluation of the expressiontriggers it, or the evaluation yields a null result, or the evaluation yields an incompatible type, or if there is no director.
 */
public void fire() throws IllegalActionException {
  super.fire();
  _omcProxy=OMCProxy.getInstance();
  try {
    _omcProxy.loadFile(fileName.getExpression(),modelName.getExpression());
  }
 catch (  ConnectException e) {
    throw new IllegalActionException(""String_Node_Str"");
  }
  if (input.getWidth() > 0) {
    IntToken inputPortValue=(IntToken)input.get(0);
    try {
      System.out.println(""String_Node_Str"");
      _omcProxy.modifyVariables(inputPortValue,modelName.getExpression());
    }
 catch (    ConnectException e) {
      throw new IllegalActionException(""String_Node_Str"");
    }
  }
  try {
    try {
      _omcProxy.loadFile(fileName.getExpression(),modelName.getExpression());
    }
 catch (    ConnectException e) {
      throw new IllegalActionException(""String_Node_Str"");
    }
    _omcProxy.simulateModel(fileName.getExpression(),modelName.getExpression(),fileNamePrefix.getExpression(),simulationStartTime.getExpression(),simulationStopTime.getExpression(),Integer.parseInt(numberOfIntervals.getExpression()),tolerance.getExpression(),method.getExpression(),outputFormat.getExpression(),variableFilter.getExpression(),cflags.getExpression(),simflags.getExpression(),processingType.getExpression());
  }
 catch (  Throwable throwable) {
    throw new IllegalActionException(this,throwable,""String_Node_Str"" + modelName.getExpression() + ""String_Node_Str"");
  }
  if ((processingType.getExpression().compareTo(""String_Node_Str"") == 0) && (outputFormat.getExpression().compareTo(""String_Node_Str"") == 0)) {
    String simulationResult=null;
    try {
      _omcProxy.loadFile(fileName.getExpression(),modelName.getExpression());
    }
 catch (    ConnectException e) {
      throw new IllegalActionException(""String_Node_Str"");
    }
    try {
      simulationResult=_omcProxy.displaySimulationResult(fileName.getExpression(),modelName.getExpression());
    }
 catch (    ConnectException e) {
      throw new IllegalActionException(""String_Node_Str"" + modelName.getExpression() + ""String_Node_Str"");
    }
    output.send(0,new StringToken(simulationResult));
  }
  if (outputFormat.getExpression().compareTo(""String_Node_Str"") == 0) {
    try {
      _omcProxy.plotPltFile(fileNamePrefix.getExpression(),modelName.getExpression());
    }
 catch (    ConnectException e) {
      throw new IllegalActionException(""String_Node_Str"" + modelName.getExpression() + ""String_Node_Str"");
    }
  }
}"
73010,"/** 
 * load the Modelica file and library.   Build the Modelica model. Then, run the executable result file of buildModel() in both interactive and non-interactive processing mode in order to generate the simulation result file.
 * @param fileName File which the model should be loaded from.
 * @param modelName Name of the model which should be built.
 * @param fileNamePrefix User preferable name for the result file.
 * @param startTime The start time of simulation.
 * @param stopTime The stop time of simulation.
 * @param numberOfIntervals Number of intervals in the result file.
 * @param tolerance Tolerance used by the integration method.
 * @param method Integration method used for simulation.
 * @param outputFormat Format of the result file.
 * @param variableFilter Filter for variables that should be stored in the result file.
 * @param cflags Any standard C language flags.
 * @param simflags Simulation flags.
 * @param processingType Type of processing for running the executable result file of building the Modelica model.
 * @throws ConnectException If commands couldn'tbe sent to the (OpenModelic Compiler)OMC.
 * @throws IOException If the executable result file of buildModel()couldn't be executed.
 * @throws IllegalActionException 
 */
public void simulateModel(String fileName,String modelName,String fileNamePrefix,String startTime,String stopTime,int numberOfIntervals,String tolerance,String method,String outputFormat,String variableFilter,String cflags,String simflags,String processingType) throws ConnectException, IOException, IllegalActionException ;","/** 
 * Build the Modelica model. Then, run the executable result file of buildModel() in both interactive and non-interactive processing mode in order to generate the simulation result file.
 * @param fileName File which the model should be loaded from.
 * @param modelName Name of the model which should be built.
 * @param fileNamePrefix User preferable name for the result file.
 * @param startTime The start time of simulation.
 * @param stopTime The stop time of simulation.
 * @param numberOfIntervals Number of intervals in the result file.
 * @param tolerance Tolerance used by the integration method.
 * @param method Integration method used for simulation.
 * @param outputFormat Format of the result file.
 * @param variableFilter Filter for variables that should be stored in the result file.
 * @param cflags Any standard C language flags.
 * @param simflags Simulation flags.
 * @param processingType Type of processing for running the executable result file of building the Modelica model.
 * @throws ConnectException If commands couldn'tbe sent to the (OpenModelic Compiler)OMC.
 * @throws IOException If the executable result file of buildModel()couldn't be executed.
 * @throws IllegalActionException 
 */
public void simulateModel(String fileName,String modelName,String fileNamePrefix,String startTime,String stopTime,int numberOfIntervals,String tolerance,String method,String outputFormat,String variableFilter,String cflags,String simflags,String processingType) throws ConnectException, IOException, IllegalActionException ;"
73011,"/** 
 * Send a command to the OpenModelica Compiler(OMC) server and fetches the string result.
 * @param modelicaCommand The command which should be sent to the OMC.
 * @return CompilerResult The result of sendExpression(""modelicaCommand"") to the OMC.
 * @exception ConnectException If commands couldn't be sent to the OMC.
 */
public CompilerResult sendCommand(String modelicaCommand) throws ConnectException {
  String error=null;
  String[] retval={""String_Node_Str""};
  if (_couldNotStartOMC) {
    return CompilerResult.makeResult(retval,error);
  }
  if (_numberOfErrors > _showMaxErrors) {
    return CompilerResult.makeResult(retval,error);
  }
  modelicaCommand=modelicaCommand.trim();
  if (hasInitialized == false) {
    initServer();
  }
  try {
    retval[0]=omcc.sendExpression(modelicaCommand);
    if (!modelicaCommand.equalsIgnoreCase(""String_Node_Str"")) {
      error=omcc.sendExpression(""String_Node_Str"");
    }
    if (error != null && error.length() > 2) {
      error=error.trim();
      error=error.substring(1,error.length() - 1);
    }
 else {
      error=null;
    }
    return CompilerResult.makeResult(retval,error);
  }
 catch (  org.omg.CORBA.COMM_FAILURE x) {
    _numberOfErrors++;
    throw new ConnectException(""String_Node_Str"" + modelicaCommand);
  }
}","/** 
 * Send a command to the OpenModelica Compiler(OMC) server and fetches the string result.
 * @param modelicaCommand The command which should be sent to the OMC.
 * @return CompilerResult The result of sendExpression(""modelicaCommand"") to the OMC.
 * @exception ConnectException If commands couldn't be sent to the OMC.
 */
public CompilerResult sendCommand(String modelicaCommand) throws ConnectException {
  String error=null;
  String[] retval={""String_Node_Str""};
  if (_couldNotStartOMC)   return CompilerResult.makeResult(retval,error);
  if (_numberOfErrors > _showMaxErrors)   return CompilerResult.makeResult(retval,error);
  modelicaCommand=modelicaCommand.trim();
  if (hasInitialized == false)   initServer();
  try {
    retval[0]=omcc.sendExpression(modelicaCommand);
    if (!modelicaCommand.equalsIgnoreCase(""String_Node_Str""))     error=omcc.sendExpression(""String_Node_Str"");
    if (error != null && error.length() > 2) {
      error=error.trim();
      error=error.substring(1,error.length() - 1);
    }
 else {
      error=null;
    }
    return CompilerResult.makeResult(retval,error);
  }
 catch (  org.omg.CORBA.COMM_FAILURE x) {
    _numberOfErrors++;
    throw new ConnectException(""String_Node_Str"" + modelicaCommand);
  }
}"
